,precision,recall,f1-score,support
thin_cloud,0.5166931637519873,0.8125,0.6316812439261419,400.0
cloud_affected,0.4405940594059406,0.2225,0.2956810631229236,400.0
water,0.6420047732696897,0.5977777777777777,0.619102416570771,450.0
accuracy,0.5464,0.5464,0.5464,0.5464
macro avg,0.5330973321425393,0.5442592592592592,0.5154882412066122,1250.0
weighted avg,0.5374536297876252,0.5464,0.5196328082211785,1250.0
