,precision,recall,f1-score,support
thin_cloud,0.4863731656184486,0.58,0.5290763968072976,400.0
cloud_affected,0.37027027027027026,0.3425,0.35584415584415585,400.0
water,0.5955334987593052,0.5333333333333333,0.5627198124267292,450.0
accuracy,0.4872,0.4872,0.4872,0.4872
macro avg,0.484058978216008,0.48527777777777775,0.4825467883593942,1250.0
weighted avg,0.4885179590377399,0.4872,0.4857537093220876,1250.0
