number,value,datetime_start,datetime_complete,duration,params_colsample_bytree,params_gamma,params_learning_rate,params_max_depth,params_min_child_weight,params_reg_alpha,params_reg_lambda,params_subsample,user_attrs_cv_mean,user_attrs_cv_std,user_attrs_fold_best_iterations,user_attrs_fold_scores,state
103,0.8709312867410246,2026-08-27 05:10:33.895233,2026-08-27 05:10:43.214153,0 days 00:00:09.318920,0.9625461542075786,0.1975787932922469,0.17773072122085334,10,2.6674766524698317,0.00734185611055027,0.1807277278071239,0.9998275621535017,0.8709312867410246,0.001727759381099174,"[1051, 1354, 318, 1449, 219]","[0.871595316802324, 0.8724680387062395, 0.8690685603122628, 0.8728354604914418, 0.8686890573928547]",COMPLETE
104,0.8873888861743294,2026-08-27 05:10:43.214477,2026-08-27 05:11:05.274018,0 days 00:00:22.059541,0.9837782587904521,0.001898225291316974,0.12729346563317048,10,3.084779495814504,6.3212374388278114e-06,0.2229127368870539,0.9631086059246619,0.8873888861743294,0.0016370640225669688,"[328, 392, 341, 373, 440]","[0.886017334741021, 0.8896000398667637, 0.8861479782941593, 0.8860069519230551, 0.8891721260466477]",COMPLETE
105,0.8840534279808316,2026-08-27 05:11:05.274339,2026-08-27 05:11:20.842006,0 days 00:00:15.567667,0.9303518312788056,0.12174347295259325,0.12366172411800992,9,1.9254825564743396,6.662757443064275e-06,0.13305315444546884,0.9614668755682312,0.8840534279808316,0.0029114702679131623,"[1244, 1338, 902, 1192, 1484]","[0.882138948032556, 0.8885531008677896, 0.8850545164700313, 0.8846095553060409, 0.8799110192277406]",COMPLETE
106,0.8772177600190076,2026-08-27 05:11:20.842322,2026-08-27 05:11:46.040768,0 days 00:00:25.198446,0.9842580950005599,0.05138321668942,0.1323818248975388,5,2.969088187201379,0.016539375493696974,0.20726527843418804,0.9454456112946454,0.8772177600190076,0.0015671874294295696,"[1345, 1497, 1207, 1369, 1447]","[0.8748322905197939, 0.8778095364869877, 0.8761888800230192, 0.8778552039187971, 0.8794028891464398]",COMPLETE
107,0.8792285035468144,2026-08-27 05:11:46.041079,2026-08-27 05:11:59.355637,0 days 00:00:13.314558,0.9917087798905849,0.15048144285072926,0.16585669777998538,10,3.330618792203516,3.532680341992032e-05,0.15540794112597456,0.9721744904251999,0.8792285035468144,0.002329789442631215,"[1415, 1494, 1485, 1480, 729]","[0.8778426257505835, 0.8838092807491101, 0.8784059436516373, 0.8774320817806375, 0.8786525858021034]",COMPLETE
108,0.8813014718596313,2026-08-27 05:11:59.355946,2026-08-27 05:12:14.562564,0 days 00:00:15.206618,0.9814812289087268,0.22266375045167255,0.11652010064651032,10,2.431450317995597,1.4783798847406453e-05,0.11434540013407808,0.9315250119286416,0.8813014718596313,0.003041531779656583,"[1456, 1497, 1433, 1474, 1480]","[0.8767702171974877, 0.885222877355814, 0.88000129234849, 0.880408471531067, 0.8841045008652978]",COMPLETE
109,0.8861269340790136,2026-08-27 05:12:14.562891,2026-08-27 05:12:40.251792,0 days 00:00:25.688901,0.9568136284685015,0.0684579729430634,0.07302540756328693,8,2.1635348443277285,9.91364452567253e-05,0.1736158436927863,0.9550873174638703,0.8861269340790136,0.0018086693035733795,"[1500, 1494, 1323, 1480, 1499]","[0.8832067708737951, 0.8881594143499377, 0.8860534156450425, 0.885336563666637, 0.8878785058596556]",COMPLETE
110,0.8620702651345595,2026-08-27 05:12:40.252126,2026-08-27 05:12:51.964882,0 days 00:00:11.712756,0.9442063438419825,0.3306707925407185,0.10895636524165984,9,3.8129747218492147,0.38543556679990687,0.20905143562631806,0.9894958940832606,0.8620702651345595,0.004707841335270673,"[481, 1495, 1303, 1477, 1064]","[0.8549484113813369, 0.8695178640063598, 0.8636669443577963, 0.8607669432327406, 0.8614511626945647]",COMPLETE
111,0.8862264476822341,2026-08-27 05:12:51.965196,2026-08-27 05:13:05.919322,0 days 00:00:13.954126,0.9721105906371871,0.055611448718014975,0.15268984284250883,10,3.0330365402783137,3.6100081018296965e-06,0.29461566753574564,0.9830284118632439,0.8862264476822341,0.001566589954051151,"[1121, 1030, 545, 414, 561]","[0.8857184150164835, 0.8855261786480102, 0.8867324265388676, 0.8842302804925456, 0.8889249377152634]",COMPLETE
112,0.8854408787469807,2026-08-27 05:13:05.919636,2026-08-27 05:13:23.729061,0 days 00:00:17.809425,0.9639680870131028,0.01675861093121048,0.14191791749308705,10,2.7049718929418174,1.4937720628903382e-06,0.1338172014645968,0.968724529445229,0.8854408787469807,0.0021052321441487627,"[292, 304, 292, 294, 367]","[0.8843004791993128, 0.8880046911699108, 0.8830174837885556, 0.8839517064685145, 0.8879300331086107]",COMPLETE
