,precision,recall,f1-score,support
thin_cloud,0.4860335195530726,0.87,0.6236559139784946,400.0
cloud_affected,0.5942028985507246,0.205,0.3048327137546468,400.0
water,0.6792929292929293,0.5977777777777777,0.6359338061465721,450.0
accuracy,0.5592,0.5592,0.5592,0.5592
macro avg,0.5865097824655755,0.5575925925925925,0.5214741446265712,1250.0
weighted avg,0.5902211083386697,0.5592,0.5260525310873713,1250.0
