,precision,recall,f1-score,support
thin_cloud,0.9362634043195892,0.9445375590431205,0.9403822815533981,6563.0
cloud_affected,0.9069303894510886,0.9329652996845426,0.9197636448452807,6340.0
water,0.9695408734602463,0.9441657579062159,0.9566850828729282,9170.0
accuracy,0.9410592126126942,0.9410592126126942,0.9410592126126942,0.9410592126126942
macro avg,0.9375782224103081,0.9405562055446263,0.9389436697572023,22073.0
weighted avg,0.9416629004349126,0.9410592126126942,0.9412328470121317,22073.0
