rank,candidate_id,stability_score,mean_score,std_score,min_score,max_score,n_repeated_folds,final_n_estimators,parameters,source_trials,fold_scores
11,19,0.5618693685492736,0.568308712906886,0.025757377430449795,0.5159180863978122,0.6189032321788991,15,77,"{""colsample_bytree"": 0.9056407971066546, ""gamma"": 0.3403582661302911, ""learning_rate"": 0.038836803885791804, ""max_depth"": 5, ""min_child_weight"": 3.5748372041236407, ""reg_alpha"": 0.0005760882702565743, ""reg_lambda"": 2.672980431981897, ""subsample"": 0.6659626969810879}","[{""cv_seed"": 242, ""prescreen_score"": 0.6233152731244267, ""run"": 3, ""trial"": 109, ""tuning_values"": [0.571138891509422, 0.8586377841265023]}]","[0.578502849465672, 0.5384983939716235, 0.5159180863978122, 0.5874836821982217, 0.5674796607456224, 0.6189032321788991, 0.5688890212035064, 0.5505266730491121, 0.5587330084731371, 0.5840016283725763, 0.5730939922008728, 0.565187120549931, 0.5464561446263733, 0.5578034803385593, 0.6131537198313733]"
12,12,0.5618199544234301,0.5686234900038439,0.027214142321655126,0.5116065691120628,0.6171205346290265,15,23,"{""colsample_bytree"": 0.8318528692774549, ""gamma"": 0.14954442914783483, ""learning_rate"": 0.11198513637815695, ""max_depth"": 5, ""min_child_weight"": 1.3690357364679162, ""reg_alpha"": 0.0005817264878147761, ""reg_lambda"": 0.8363034167076588, ""subsample"": 0.6727390424142079}","[{""cv_seed"": 142, ""prescreen_score"": 0.628940315263484, ""run"": 2, ""trial"": 84, ""tuning_values"": [0.5765572191622269, 0.8645999574807949]}]","[0.5829888802476594, 0.531043089975118, 0.5116065691120628, 0.5944680307299434, 0.5769948226094017, 0.6171205346290265, 0.5742630096266766, 0.5424979327692866, 0.5585130508571483, 0.5903915679289963, 0.5696208754279337, 0.5637239861733646, 0.5482612966874032, 0.562123350411571, 0.6057353528720655]"
13,21,0.5617155198223502,0.5685844836556133,0.027475855333052197,0.5113978751395686,0.6211050889063329,15,30,"{""colsample_bytree"": 0.974420034258504, ""gamma"": 0.320829383623394, ""learning_rate"": 0.1038854463953673, ""max_depth"": 4, ""min_child_weight"": 1.6944007434251094, ""reg_alpha"": 7.19159899542317e-06, ""reg_lambda"": 0.5735529176613786, ""subsample"": 0.6960566203109537}","[{""cv_seed"": 242, ""prescreen_score"": 0.6231571424656658, ""run"": 3, ""trial"": 149, ""tuning_values"": [0.5714672099960649, 0.8552259520088761]}]","[0.5787798373066843, 0.5363316769614818, 0.5113978751395686, 0.6033976141955831, 0.563223202232499, 0.6211050889063329, 0.5657297054237826, 0.5543230433519729, 0.5549252597560174, 0.5822179015799531, 0.5682861003205327, 0.5654170848952069, 0.5546727573184015, 0.5560437014632406, 0.6129164059829427]"
14,7,0.5613890773868,0.5681871862312875,0.02719243537795011,0.5162951597358392,0.6152235412433651,15,41,"{""colsample_bytree"": 0.9892487185907888, ""gamma"": 0.30360158702973566, ""learning_rate"": 0.08324223375080181, ""max_depth"": 4, ""min_child_weight"": 1.7677149387159798, ""reg_alpha"": 0.008972146215130662, ""reg_lambda"": 9.02327048123356, ""subsample"": 0.8499120431627626}","[{""cv_seed"": 42, ""prescreen_score"": 0.6150352722550423, ""run"": 1, ""trial"": 86, ""tuning_values"": [0.562880751991611, 0.8518131713990382]}]","[0.5820656727675889, 0.5391503994257753, 0.5162951597358392, 0.6061007644077873, 0.5707917636210643, 0.6152235412433651, 0.5637230234576135, 0.5428039514885431, 0.5564276877082033, 0.5860708885809544, 0.5581992920165452, 0.562424300874658, 0.5554676800796686, 0.5541399789817244, 0.6139236890799816]"
15,23,0.5612345246661852,0.5678731604060255,0.026554542959361455,0.511407510242672,0.6232315393322548,15,24,"{""colsample_bytree"": 0.7789430885412726, ""gamma"": 0.5189410808453339, ""learning_rate"": 0.11406438739611591, ""max_depth"": 5, ""min_child_weight"": 6.374948326851878, ""reg_alpha"": 4.69974596091168e-08, ""reg_lambda"": 1.58983140179878, ""subsample"": 0.8727761012873981}","[{""cv_seed"": 242, ""prescreen_score"": 0.6227465422788145, ""run"": 3, ""trial"": 11, ""tuning_values"": [0.5720928165599095, 0.8479933191447298]}]","[0.5786994946072918, 0.5411497716889065, 0.511407510242672, 0.5922444608794798, 0.5666217115961061, 0.6232315393322548, 0.5636389075304319, 0.5501449821546901, 0.5562862106284515, 0.5742087346305522, 0.5827438374376389, 0.563545644082675, 0.5532346967087628, 0.5520161336285461, 0.6089237709419247]"
16,20,0.56016063194534,0.5667963426139716,0.026542842674526015,0.5127896192339312,0.6145031586519055,15,66,"{""colsample_bytree"": 0.9033670585687018, ""gamma"": 0.18373843219022032, ""learning_rate"": 0.04581287921959179, ""max_depth"": 5, ""min_child_weight"": 2.2767666127896766, ""reg_alpha"": 9.640512464970203e-08, ""reg_lambda"": 9.128704800083892, ""subsample"": 0.8548971376655656}","[{""cv_seed"": 242, ""prescreen_score"": 0.623311764027076, ""run"": 3, ""trial"": 41, ""tuning_values"": [0.5708135686309449, 0.8608237886664147]}]","[0.5741737691092336, 0.5352262930661079, 0.5127896192339312, 0.5934477075581959, 0.5740731703345751, 0.613651688590105, 0.5681193484548497, 0.5407063670184349, 0.5559840347389038, 0.5797052979505141, 0.5660936036499716, 0.5660348724747375, 0.5484140019903494, 0.5590222063877605, 0.6145031586519055]"
17,22,0.5599237121916322,0.5666276794706235,0.02681586911596535,0.5160331482194437,0.6184648317021918,15,34,"{""colsample_bytree"": 0.9068661983365626, ""gamma"": 0.20211245843064862, ""learning_rate"": 0.07944733149937906, ""max_depth"": 5, ""min_child_weight"": 2.460895189865596, ""reg_alpha"": 1.3375383051383884e-07, ""reg_lambda"": 9.474583741297659, ""subsample"": 0.851740486355083}","[{""cv_seed"": 242, ""prescreen_score"": 0.6228446282247592, ""run"": 3, ""trial"": 51, ""tuning_values"": [0.5702079138035995, 0.8613942675910227]}]","[0.5685413312259189, 0.5350523703783706, 0.5160331482194437, 0.5945836063201643, 0.5695502756645764, 0.6184648317021918, 0.5647106570821124, 0.5449529792590552, 0.55903441292017, 0.5774520102693534, 0.5720060375226625, 0.5666603713951908, 0.5435526429800639, 0.5535346112688938, 0.6152859058511861]"
18,9,0.5565578320881902,0.5632104702708294,0.026610552730556875,0.49696003627097385,0.6071141640377875,15,122,"{""colsample_bytree"": 0.9683678012427694, ""gamma"": 0.12643058417448227, ""learning_rate"": 0.015973337371788944, ""max_depth"": 8, ""min_child_weight"": 1.4346697773715698, ""reg_alpha"": 0.0007899300492220776, ""reg_lambda"": 0.5729369451752356, ""subsample"": 0.7766406912344432}","[{""cv_seed"": 142, ""prescreen_score"": 0.6304570638294155, ""run"": 2, ""trial"": 116, ""tuning_values"": [0.5762570870241772, 0.8782764791859574]}]","[0.5612847458434335, 0.5538058797571616, 0.49696003627097385, 0.5790789033543997, 0.5695810126307993, 0.6071141640377875, 0.5770522509209547, 0.5461321202912651, 0.5677372614281856, 0.5832496384426934, 0.5638944918975862, 0.5754212807080253, 0.5247788309770525, 0.5458703074552953, 0.5961961300468254]"
19,13,0.5560594178284813,0.563047030444423,0.02795045046376659,0.493226853749857,0.6095984595273168,15,77,"{""colsample_bytree"": 0.8304028607546511, ""gamma"": 0.01506767947774057, ""learning_rate"": 0.0296953070565405, ""max_depth"": 8, ""min_child_weight"": 1.1374349112721225, ""reg_alpha"": 0.0017608492371325901, ""reg_lambda"": 8.419365809580487, ""subsample"": 0.6534432290328911}","[{""cv_seed"": 142, ""prescreen_score"": 0.6287237831844248, ""run"": 2, ""trial"": 12, ""tuning_values"": [0.5747447924923651, 0.875360645873991]}]","[0.5590491988638601, 0.5568719086447546, 0.493226853749857, 0.5778541694300303, 0.573424960911982, 0.6095984595273168, 0.5687394640058994, 0.5452234252896537, 0.5639421155121224, 0.5862204981268331, 0.5630151722171184, 0.5709111465637001, 0.5260935646162895, 0.5469875177240356, 0.6045470014828896]"
20,16,0.5557857351433598,0.5626068815554979,0.027284585648552174,0.49040238661731667,0.602670501447791,15,118,"{""colsample_bytree"": 0.9861113368368742, ""gamma"": 0.2646994133490931, ""learning_rate"": 0.01789811279292162, ""max_depth"": 8, ""min_child_weight"": 12.721049398452946, ""reg_alpha"": 0.0009404637772618533, ""reg_lambda"": 0.5031162783709545, ""subsample"": 0.791943069888787}","[{""cv_seed"": 142, ""prescreen_score"": 0.6279745975872352, ""run"": 2, ""trial"": 124, ""tuning_values"": [0.575652236420029, 0.8634053034751492]}]","[0.5548194166037352, 0.54556534205253, 0.49040238661731667, 0.5832764415379442, 0.5743489306499355, 0.602670501447791, 0.5757273170484097, 0.5455233006732915, 0.5680652980118461, 0.586274764918807, 0.5636815504302235, 0.576425030347549, 0.5275701921583756, 0.5527871943973528, 0.5919655564373606]"
21,15,0.555751226618587,0.562249600986952,0.02599349747345991,0.49595866290160656,0.6025184075841494,15,127,"{""colsample_bytree"": 0.9828894912193735, ""gamma"": 0.1665022371918215, ""learning_rate"": 0.016080345277833693, ""max_depth"": 8, ""min_child_weight"": 1.584523254063415, ""reg_alpha"": 0.0004228886657947337, ""reg_lambda"": 0.5810817758566619, ""subsample"": 0.7707128699165297}","[{""cv_seed"": 142, ""prescreen_score"": 0.6281161534374681, ""run"": 2, ""trial"": 121, ""tuning_values"": [0.5737821958715249, 0.8773591271296913]}]","[0.5649110281922876, 0.5517455049063871, 0.49595866290160656, 0.5778069633637158, 0.566780792794806, 0.6025184075841494, 0.5709928061684238, 0.5457875703977901, 0.5663905676295347, 0.5832216275777262, 0.5665369746919756, 0.5738088221416032, 0.5264490134866331, 0.5442704327915742, 0.5965648401760656]"
22,10,0.5557006525484732,0.562583884704903,0.02753292862571886,0.49112248595567637,0.6062926073031139,15,118,"{""colsample_bytree"": 0.9749666052089099, ""gamma"": 0.33931629649498163, ""learning_rate"": 0.016733510903234182, ""max_depth"": 8, ""min_child_weight"": 3.7609071658608766, ""reg_alpha"": 0.00023698569020605046, ""reg_lambda"": 0.6227941309368193, ""subsample"": 0.7916075587726008}","[{""cv_seed"": 142, ""prescreen_score"": 0.6303261659550282, ""run"": 2, ""trial"": 130, ""tuning_values"": [0.5773211383444086, 0.8699386845154248]}]","[0.5613800148121842, 0.5479954957222627, 0.49112248595567637, 0.5787172767503647, 0.5730175803084606, 0.6062926073031139, 0.5793327288310733, 0.5477753872784683, 0.5642750004015288, 0.5889299679078589, 0.5621629370118287, 0.5708331715138305, 0.5265193126903733, 0.546872116973738, 0.5935321871127814]"
23,11,0.5554715807217272,0.5623410184661133,0.02747775097754451,0.487041628654016,0.6036562039562708,15,116,"{""colsample_bytree"": 0.9861730668637262, ""gamma"": 0.19649765223488608, ""learning_rate"": 0.01730850489291, ""max_depth"": 8, ""min_child_weight"": 1.6240663190224536, ""reg_alpha"": 0.0019476424835851382, ""reg_lambda"": 0.5699851141104169, ""subsample"": 0.7939158500970822}","[{""cv_seed"": 142, ""prescreen_score"": 0.6295148247776174, ""run"": 2, ""trial"": 123, ""tuning_values"": [0.5755217336871616, 0.8760877008216083]}]","[0.5631182406552119, 0.5540998239491369, 0.487041628654016, 0.5811042814160391, 0.5714917298874006, 0.6036562039562708, 0.5765294991878819, 0.5493718519295594, 0.5653749154928563, 0.5826761978692393, 0.5629732810018503, 0.5706111666787428, 0.5251253478268167, 0.5480667656504011, 0.5938743428362748]"
24,14,0.555051624960598,0.5619273585426724,0.027502934328297392,0.4891295454087257,0.6047739401195545,15,121,"{""colsample_bytree"": 0.964087272816756, ""gamma"": 0.21377354528168596, ""learning_rate"": 0.015775377656936738, ""max_depth"": 8, ""min_child_weight"": 1.3820523812849175, ""reg_alpha"": 0.0004332199184833163, ""reg_lambda"": 0.570674279089474, ""subsample"": 0.7953807080870042}","[{""cv_seed"": 142, ""prescreen_score"": 0.6283836397752656, ""run"": 2, ""trial"": 119, ""tuning_values"": [0.5742603108294471, 0.8760967745008248]}]","[0.5619935029226243, 0.5501441082308983, 0.4891295454087257, 0.5815797418538273, 0.5717055455096901, 0.6047739401195545, 0.572173355502354, 0.5473731907131691, 0.5626344783573172, 0.58434658945484, 0.5601005998615184, 0.5782238836497462, 0.5247471128293922, 0.547756821656553, 0.5922279620698762]"
