run_index,run_name,split_seed,model,train_accuracy,train_balanced_accuracy,train_f1_macro,test_inscene_accuracy,test_inscene_balanced_accuracy,test_inscene_f1_macro,los_accuracy,los_balanced_accuracy,los_f1_macro,grouped_cv_balanced_accuracy_mean,grouped_cv_balanced_accuracy_std,grouped_cv_balanced_accuracy_pooled,pixel_cv_balanced_accuracy_mean,selection_mean,selection_std,selection_stability_score,final_n_estimators,selected_parameters,train_csv,test_inscene_csv,los_csv,model_path,metrics_path,metadata_path
1,run_01_seed_42,42,decision_tree,0.5690104166666666,0.5714676587431159,0.5600228669064129,0.5701388888888889,0.5709845618494741,0.5615469867204574,0.5715277777777777,0.5656766381766382,0.5575670450128102,0.5609560684746965,0.038802493960443024,0.5607860467567664,0.5644452568463894,0.5636621646825354,0.03204818342161727,0.5556501188271311,,"{""ccp_alpha"": 0.0034550298745502123, ""class_weight"": ""balanced"", ""criterion"": ""entropy"", ""max_depth"": 5, ""max_features"": null, ""min_samples_leaf"": 55, ""min_samples_split"": 95, ""splitter"": ""random""}",/Users/airahaghi/Documents/Trishna/Scripts/LSWT-ML-thin-cloud-masking/outputs/training_sensitivity_80_10_10/datasets/run_01_seed_42/df_train_80.csv,/Users/airahaghi/Documents/Trishna/Scripts/LSWT-ML-thin-cloud-masking/outputs/training_sensitivity_80_10_10/datasets/run_01_seed_42/df_test_inscene_10.csv,/Users/airahaghi/Documents/Trishna/Scripts/LSWT-ML-thin-cloud-masking/outputs/training_sensitivity_80_10_10/datasets/run_01_seed_42/df_test_los_10.csv,/Users/airahaghi/Documents/Trishna/Scripts/LSWT-ML-thin-cloud-masking/outputs/training_sensitivity_80_10_10/models/run_01_seed_42/DT_best_all_general.pkl,/Users/airahaghi/Documents/Trishna/Scripts/LSWT-ML-thin-cloud-masking/outputs/training_sensitivity_80_10_10/models/run_01_seed_42/metrics_summary.json,/Users/airahaghi/Documents/Trishna/Scripts/LSWT-ML-thin-cloud-masking/outputs/training_sensitivity_80_10_10/models/run_01_seed_42/model_metadata.json
1,run_01_seed_42,42,random_forest,0.7619357638888888,0.7657880799739614,0.7593622643414376,0.7239583333333334,0.7244584759722908,0.7197156524360575,0.5715277777777777,0.5535683760683762,0.5488534137875352,0.5636764243605149,0.028801486778751134,0.5640941106279564,0.7120950568510519,0.5707300683059401,0.028623474248918566,0.5635741997437105,,"{""bootstrap"": true, ""class_weight"": ""balanced_subsample"", ""criterion"": ""gini"", ""max_depth"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""min_samples_split"": 16, ""n_estimators"": 900}",/Users/airahaghi/Documents/Trishna/Scripts/LSWT-ML-thin-cloud-masking/outputs/training_sensitivity_80_10_10/datasets/run_01_seed_42/df_train_80.csv,/Users/airahaghi/Documents/Trishna/Scripts/LSWT-ML-thin-cloud-masking/outputs/training_sensitivity_80_10_10/datasets/run_01_seed_42/df_test_inscene_10.csv,/Users/airahaghi/Documents/Trishna/Scripts/LSWT-ML-thin-cloud-masking/outputs/training_sensitivity_80_10_10/datasets/run_01_seed_42/df_test_los_10.csv,/Users/airahaghi/Documents/Trishna/Scripts/LSWT-ML-thin-cloud-masking/outputs/training_sensitivity_80_10_10/models/run_01_seed_42/RF_best_all_general.pkl,/Users/airahaghi/Documents/Trishna/Scripts/LSWT-ML-thin-cloud-masking/outputs/training_sensitivity_80_10_10/models/run_01_seed_42/metrics_summary.json,/Users/airahaghi/Documents/Trishna/Scripts/LSWT-ML-thin-cloud-masking/outputs/training_sensitivity_80_10_10/models/run_01_seed_42/model_metadata.json
1,run_01_seed_42,42,xgboost,0.6170572916666667,0.6188855690011921,0.610104179888059,0.6131944444444445,0.6138884987545169,0.607317078122423,0.5798611111111112,0.5688532763532764,0.5638881484498814,0.5678152092403411,0.03738239626689489,0.5679496625712807,0.6127669098663697,0.5730107889329521,0.029824221118975876,0.5655547336532081,49.0,"{""colsample_bytree"": 0.9930123597150056, ""gamma"": 0.27486663371212977, ""learning_rate"": 0.08429782634209868, ""max_depth"": 3, ""min_child_weight"": 1.0130617314583983, ""n_estimators"": 49, ""reg_alpha"": 0.1454463681019918, ""reg_lambda"": 0.7526796994080179, ""subsample"": 0.9299303357064361}",/Users/airahaghi/Documents/Trishna/Scripts/LSWT-ML-thin-cloud-masking/outputs/training_sensitivity_80_10_10/datasets/run_01_seed_42/df_train_80.csv,/Users/airahaghi/Documents/Trishna/Scripts/LSWT-ML-thin-cloud-masking/outputs/training_sensitivity_80_10_10/datasets/run_01_seed_42/df_test_inscene_10.csv,/Users/airahaghi/Documents/Trishna/Scripts/LSWT-ML-thin-cloud-masking/outputs/training_sensitivity_80_10_10/datasets/run_01_seed_42/df_test_los_10.csv,/Users/airahaghi/Documents/Trishna/Scripts/LSWT-ML-thin-cloud-masking/outputs/training_sensitivity_80_10_10/models/run_01_seed_42/XGB_best_all_general.pkl,/Users/airahaghi/Documents/Trishna/Scripts/LSWT-ML-thin-cloud-masking/outputs/training_sensitivity_80_10_10/models/run_01_seed_42/metrics_summary.json,/Users/airahaghi/Documents/Trishna/Scripts/LSWT-ML-thin-cloud-masking/outputs/training_sensitivity_80_10_10/models/run_01_seed_42/model_metadata.json
