,precision,recall,f1-score,support
thin_cloud,0.5974025974025974,0.7666666666666667,0.6715328467153284,300.0
cloud_affected,0.3173996175908222,0.6484375,0.42618741976893454,256.0
water,0.9727793696275072,0.6466666666666666,0.7768878718535469,1050.0
accuracy,0.6693648816936488,0.6693648816936488,0.6693648816936488,0.6693648816936488
macro avg,0.6291938615403089,0.6872569444444444,0.6248693794459367,1606.0
weighted avg,0.798190173993096,0.6693648816936488,0.7013051674481132,1606.0
