,precision,recall,f1-score,support
thin_cloud,0.5528255528255528,0.75,0.6364922206506365,300.0
cloud_affected,0.3163265306122449,0.60546875,0.4155495978552279,256.0
water,0.9492242595204513,0.6409523809523809,0.7652075042637863,1050.0
accuracy,0.6556662515566625,0.6556662515566625,0.6556662515566625,0.6556662515566625
macro avg,0.6061254476527497,0.6654737103174603,0.6057497742565502,1606.0
weighted avg,0.7742918618809927,0.6556662515566625,0.685427299329455,1606.0
