,precision,recall,f1-score,support
thin_cloud,0.41435185185185186,0.5966666666666667,0.4890710382513661,300.0
cloud_affected,0.2410358565737052,0.47265625,0.31926121372031663,256.0
water,0.84375,0.54,0.6585365853658537,1050.0
accuracy,0.5398505603985057,0.5398505603985057,0.5398505603985057,0.5398505603985057
macro avg,0.49971256947518566,0.5364409722222222,0.48895627911251216,1606.0
weighted avg,0.6674646543203139,0.5398505603985057,0.5727992508231365,1606.0
