number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_class_weight,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,user_attrs_cv_mean,user_attrs_cv_std,user_attrs_fold_scores,state
40,0.8697031090684337,2026-08-26 18:04:01.532870,2026-08-26 18:05:23.812411,0 days 00:01:22.279541,False,,entropy,48.0,0.7,3,10,600,0.8697031090684337,0.005829608249200379,"[0.8654886727165895, 0.8689194859360104, 0.8795718544652772, 0.8718662547976331, 0.8626692774266586]",COMPLETE
41,0.8760493274778103,2026-08-26 18:05:23.812732,2026-08-26 18:06:45.565349,0 days 00:01:21.752617,False,,entropy,,0.5,3,3,800,0.8760493274778103,0.006055079334521243,"[0.8701124004326499, 0.875563584703309, 0.8841165991751234, 0.8816068247194894, 0.8688472283584803]",COMPLETE
42,0.8723236509466613,2026-08-26 18:06:45.565674,2026-08-26 18:08:06.792679,0 days 00:01:21.227005,False,,entropy,,0.5,4,4,800,0.8723236509466613,0.006378532670629049,"[0.8655120500212469, 0.8705851923883833, 0.882692715092177, 0.8761489331721878, 0.8666793640593117]",COMPLETE
43,0.8243396823068373,2026-08-26 18:08:06.793006,2026-08-26 18:09:09.576156,0 days 00:01:02.783150,False,,entropy,,0.5,18,2,700,0.8243396823068373,0.004836013456666359,"[0.8239333470015925, 0.822988312874851, 0.8327844768107844, 0.8242573246348591, 0.817734950212099]",COMPLETE
44,0.876961596199498,2026-08-26 18:09:09.576476,2026-08-26 18:10:07.549358,0 days 00:00:57.972882,False,balanced,gini,,0.5,1,4,700,0.876961596199498,0.007816013293248854,"[0.8724265894219129, 0.8800654931053561, 0.8875941678644508, 0.8801024680681336, 0.864619262537636]",COMPLETE
45,0.8719564732402507,2026-08-26 18:10:07.549663,2026-08-26 18:11:05.004283,0 days 00:00:57.454620,False,balanced,gini,,0.5,1,9,700,0.8719564732402507,0.009405910941588477,"[0.8667736036136128, 0.876387208036631, 0.8840935308996146, 0.8758490484000618, 0.856678975251333]",COMPLETE
46,0.8299555187350421,2026-08-26 18:11:05.004610,2026-08-26 18:11:56.776765,0 days 00:00:51.772155,False,balanced,gini,16.0,0.5,2,40,700,0.8299555187350421,0.007915156616205295,"[0.8291590699016916, 0.8345119534271251, 0.8402606067488801, 0.8295087658429899, 0.8163371977545238]",COMPLETE
47,0.7479548608385154,2026-08-26 18:11:56.777077,2026-08-26 18:13:31.031276,0 days 00:01:34.254199,False,balanced,gini,,1.0,1,37,600,0.7479548608385154,0.013536680476132844,"[0.7585155850606692, 0.7468584995382191, 0.7666045580507932, 0.7393962984054743, 0.7283993631374212]",COMPLETE
48,0.8310981104006409,2026-08-26 18:13:31.031596,2026-08-26 18:13:48.658116,0 days 00:00:17.626520,False,balanced,gini,48.0,sqrt,5,28,600,0.8310981104006409,0.008113510569525553,"[0.8259896793189694, 0.8275137398456862, 0.8453827293651183, 0.8342400859955769, 0.8223643174778541]",COMPLETE
49,0.8624203675945162,2026-08-26 18:13:48.658424,2026-08-26 18:14:10.845970,0 days 00:00:22.187546,False,balanced,gini,32.0,log2,2,6,700,0.8624203675945162,0.006466464901612584,"[0.8628300779587104, 0.859012880616156, 0.8736174437163425, 0.8626972599484798, 0.8539441757328924]",COMPLETE
