number,value,datetime_start,datetime_complete,duration,params_ccp_alpha,params_class_weight,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_splitter,user_attrs_cv_mean,user_attrs_cv_std,user_attrs_fold_scores,state
83,0.7690762357378159,2026-08-26 17:27:54.055873,2026-08-26 17:27:55.082959,0 days 00:00:01.027086,5.808647851011253e-09,,entropy,19,0.8,3,7,best,0.7690762357378159,0.0051509830341075055,"[0.7641256342091327, 0.7780666972866214, 0.771320305423289, 0.7648058778448331, 0.7670626639252035]",COMPLETE
84,0.7690762357378159,2026-08-26 17:27:55.083304,2026-08-26 17:27:56.111088,0 days 00:00:01.027784,2.9043382999402075e-09,,entropy,19,0.8,3,7,best,0.7690762357378159,0.0051509830341075055,"[0.7641256342091327, 0.7780666972866214, 0.771320305423289, 0.7648058778448331, 0.7670626639252035]",COMPLETE
85,0.7690451243941915,2026-08-26 17:27:56.111484,2026-08-26 17:27:57.123420,0 days 00:00:01.011936,1.4495938099879037e-09,,entropy,19,0.8,4,8,best,0.7690451243941915,0.009562475358559239,"[0.7694343555129474, 0.7709993100965292, 0.7849474301937599, 0.7640391675990381, 0.7558053585686829]",COMPLETE
86,0.6796094218780028,2026-08-26 17:27:57.123779,2026-08-26 17:27:57.200917,0 days 00:00:00.077138,1.4069540884841343e-09,,entropy,19,0.8,10,8,random,0.6796094218780028,0.0062147655048553395,"[0.6799968158301349, 0.6743245531949175, 0.6806485934289516, 0.6903848583125988, 0.6726922886234113]",COMPLETE
87,0.7733394159071991,2026-08-26 17:27:57.201241,2026-08-26 17:27:58.215442,0 days 00:00:01.014201,2.6777086158145835e-09,,entropy,22,0.8,4,7,best,0.7733394159071991,0.005285276934998181,"[0.7700601517940354, 0.7833758423828282, 0.7735581961730326, 0.768471665753498, 0.7712312234326011]",COMPLETE
88,0.7063822918341343,2026-08-26 17:27:58.215794,2026-08-26 17:27:58.470226,0 days 00:00:00.254432,2.524326800597001e-09,,entropy,22,sqrt,12,7,best,0.7063822918341343,0.008946270871363769,"[0.7100179749061453, 0.707437037240661, 0.7146189844239778, 0.7107457761153237, 0.6890916864845639]",COMPLETE
89,0.7655635917959975,2026-08-26 17:27:58.470527,2026-08-26 17:27:59.472397,0 days 00:00:01.001870,1.500744406471371e-09,,entropy,23,0.8,5,3,best,0.7655635917959975,0.006488588779328381,"[0.76566023609436, 0.7728475412596255, 0.770171303559063, 0.7538970092430489, 0.7652418688238907]",COMPLETE
90,0.7403005217621277,2026-08-26 17:27:59.472781,2026-08-26 17:27:59.943885,0 days 00:00:00.471104,3.084940956213892e-09,,log_loss,20,0.4,8,11,best,0.7403005217621277,0.0060240860745431205,"[0.7415865718135297, 0.7289195050257579, 0.7469398887013666, 0.7417005867390157, 0.7423560565309684]",COMPLETE
91,0.7653253892074776,2026-08-26 17:27:59.944213,2026-08-26 17:28:00.954826,0 days 00:00:01.010613,4.808242982447923e-09,,entropy,21,0.8,3,16,best,0.7653253892074776,0.0077843378136677795,"[0.7698928034324893, 0.7626699455216789, 0.7755622639441649, 0.7523056049168958, 0.766196328222159]",COMPLETE
92,0.7690762357378159,2026-08-26 17:28:00.955164,2026-08-26 17:28:01.980628,0 days 00:00:01.025464,2.5697545206159654e-09,,entropy,19,0.8,3,7,best,0.7690762357378159,0.0051509830341075055,"[0.7641256342091327, 0.7780666972866214, 0.771320305423289, 0.7648058778448331, 0.7670626639252035]",COMPLETE
93,0.7608731765037271,2026-08-26 17:28:01.980976,2026-08-26 17:28:02.977839,0 days 00:00:00.996863,2.721460831816886e-09,,entropy,20,0.8,5,6,best,0.7608731765037271,0.0066908006699236055,"[0.7586862168587668, 0.7679874175656983, 0.7672572808686189, 0.7608614333357703, 0.7495735338897811]",COMPLETE
94,0.7622463204909184,2026-08-26 17:28:02.978218,2026-08-26 17:28:03.962056,0 days 00:00:00.983838,1.1623047692601566e-09,,entropy,24,0.8,7,9,best,0.7622463204909184,0.006066023916742539,"[0.7604357387560432, 0.7564260404007778, 0.7739835280593884, 0.7596291063714222, 0.7607571888669605]",COMPLETE
95,0.746719951960035,2026-08-26 17:28:03.962420,2026-08-26 17:28:04.939428,0 days 00:00:00.977008,1.927249798408536e-09,,entropy,22,0.8,10,2,best,0.746719951960035,0.006062661457711679,"[0.7373486784358777, 0.7489771713346826, 0.7441832330932473, 0.7558961924343088, 0.7471944845020589]",COMPLETE
96,0.7736987901892468,2026-08-26 17:28:04.939837,2026-08-26 17:28:05.964596,0 days 00:00:01.024759,4.076925544199268e-09,,entropy,20,0.8,3,7,best,0.7736987901892468,0.007231959144596412,"[0.7673993578972568, 0.7831351893912929, 0.7807074059507803, 0.7726378917656552, 0.7646141059412489]",COMPLETE
97,0.7667769015465,2026-08-26 17:28:05.964974,2026-08-26 17:28:06.991237,0 days 00:00:01.026263,3.5710158818924017e-09,,entropy,21,0.8,3,12,best,0.7667769015465,0.004624670889592273,"[0.7691703404885525, 0.7698182885125154, 0.760490748845652, 0.7620995645947423, 0.7723055652910383]",COMPLETE
98,0.7756802069602188,2026-08-26 17:28:06.991647,2026-08-26 17:28:08.022131,0 days 00:00:01.030484,2.2605061340901013e-09,,entropy,19,0.8,1,7,best,0.7756802069602188,0.00751296657574981,"[0.773142034974708, 0.7790048972837962, 0.7828704356957029, 0.7812105994899999, 0.7621730673568865]",COMPLETE
99,0.7256681853292994,2026-08-26 17:28:08.022480,2026-08-26 17:28:08.123059,0 days 00:00:00.100579,2.158122913954095e-09,,entropy,20,0.8,1,8,random,0.7256681853292994,0.008731305689809177,"[0.727657401648667, 0.7166613826245882, 0.7406082154340554, 0.7262628367087758, 0.7171510902304109]",COMPLETE
100,0.7556399719616055,2026-08-26 17:28:08.123376,2026-08-26 17:28:09.157066,0 days 00:00:01.033690,1.5042299572841137e-09,,entropy,19,0.8,2,19,best,0.7556399719616055,0.010836927586315215,"[0.7576804773353155, 0.7693040679869899, 0.7587690602495929, 0.7564500202937915, 0.7359962339423375]",COMPLETE
101,0.7690451243941915,2026-08-26 17:28:09.157392,2026-08-26 17:28:10.168775,0 days 00:00:01.011383,4.256233401923353e-09,,entropy,19,0.8,4,5,best,0.7690451243941915,0.009562475358559239,"[0.7694343555129474, 0.7709993100965292, 0.7849474301937599, 0.7640391675990381, 0.7558053585686829]",COMPLETE
102,0.7639609465853691,2026-08-26 17:28:10.169168,2026-08-26 17:28:11.175830,0 days 00:00:01.006662,3.922652909032795e-09,,entropy,21,0.8,6,7,best,0.7639609465853691,0.006946936266340876,"[0.7653033876283928, 0.7624882378521437, 0.775162997385213, 0.7634525029785796, 0.7533976070825164]",COMPLETE
103,0.767666030739249,2026-08-26 17:28:11.176198,2026-08-26 17:28:12.179609,0 days 00:00:01.003411,1.0005807383803296e-09,,entropy,19,0.8,4,10,best,0.767666030739249,0.009447117313198632,"[0.7642087738769788, 0.7739785247977728, 0.7805339354318327, 0.7670587121612154, 0.7525502074284455]",COMPLETE
104,0.5804801067545204,2026-08-26 17:28:12.180000,2026-08-26 17:28:12.563391,0 days 00:00:00.383391,1.053182304869913e-08,,entropy,4,0.8,8,5,best,0.5804801067545204,0.005529324153312944,"[0.5844257670355951, 0.5746657098885274, 0.579220346544675, 0.5890089420064615, 0.5750797682973432]",COMPLETE
105,0.6388903293428617,2026-08-26 17:28:12.563690,2026-08-26 17:28:12.771796,0 days 00:00:00.208106,3.0004865366855846e-09,,entropy,20,log2,57,2,best,0.6388903293428617,0.0037481977008266424,"[0.6382584156196894, 0.6378333518503884, 0.6429601817173844, 0.6426662472209996, 0.6327334503058469]",COMPLETE
106,0.7725175786618564,2026-08-26 17:28:12.772090,2026-08-26 17:28:14.106035,0 days 00:00:01.333945,1.8148628813669156e-08,,entropy,19,,1,13,best,0.7725175786618564,0.005475682643809334,"[0.7714634773043901, 0.7807724704462076, 0.7753897116790339, 0.7707735394986779, 0.7641886943809727]",COMPLETE
107,0.7725175786618564,2026-08-26 17:28:14.106469,2026-08-26 17:28:15.440280,0 days 00:00:01.333811,4.550588509661595e-09,,entropy,19,,1,13,best,0.7725175786618564,0.005475682643809334,"[0.7714634773043901, 0.7807724704462076, 0.7753897116790339, 0.7707735394986779, 0.7641886943809727]",COMPLETE
108,0.7677294034969997,2026-08-26 17:28:15.440687,2026-08-26 17:28:16.756025,0 days 00:00:01.315338,8.006506665465023e-09,,entropy,17,,1,13,best,0.7677294034969997,0.010190800504335738,"[0.7610189916260914, 0.7850255401730372, 0.7735289374665498, 0.7614345565500197, 0.7576389916692999]",COMPLETE
109,0.763405745870631,2026-08-26 17:28:16.756334,2026-08-26 17:28:18.071503,0 days 00:00:01.315169,2.3122928326787835e-09,,entropy,21,,2,22,best,0.763405745870631,0.007120229961547643,"[0.7666365812247754, 0.7699544671345183, 0.762916086542034, 0.7676144254134627, 0.7499071690383649]",COMPLETE
110,0.7624512973961257,2026-08-26 17:28:18.071927,2026-08-26 17:28:19.353938,0 days 00:00:01.282011,1.8024286265800972e-08,,entropy,19,,6,17,best,0.7624512973961257,0.004715550417037148,"[0.7700016302644274, 0.761842221710617, 0.7607496232628002, 0.7641431916752914, 0.7555198200674923]",COMPLETE
111,0.7710657752940849,2026-08-26 17:28:19.354311,2026-08-26 17:28:20.676873,0 days 00:00:01.322562,4.6413543774152e-09,,entropy,20,,2,15,best,0.7710657752940849,0.005159313142859956,"[0.7707974932870904, 0.778863266629938, 0.771489422018896, 0.7715846936337618, 0.7625940009007385]",COMPLETE
112,0.7710657752940849,2026-08-26 17:28:20.677293,2026-08-26 17:28:22.007279,0 days 00:00:01.329986,5.465934310913288e-09,,entropy,20,,2,15,best,0.7710657752940849,0.005159313142859956,"[0.7707974932870904, 0.778863266629938, 0.771489422018896, 0.7715846936337618, 0.7625940009007385]",COMPLETE
113,0.7689184750254353,2026-08-26 17:28:22.007649,2026-08-26 17:28:23.333681,0 days 00:00:01.326032,5.456068523459869e-09,,entropy,20,,1,18,best,0.7689184750254353,0.004717878048607912,"[0.7719781063505099, 0.7715438833204096, 0.769484435993947, 0.7719240406193189, 0.7596619088429911]",COMPLETE
114,0.7731318373984867,2026-08-26 17:28:23.334078,2026-08-26 17:28:24.670279,0 days 00:00:01.336201,1.1713394823633202e-08,,entropy,21,,1,15,best,0.7731318373984867,0.005924133210828717,"[0.7760560352809075, 0.7812164177936299, 0.7695062466292087, 0.7749703774926155, 0.763910109796072]",COMPLETE
115,0.773850109104351,2026-08-26 17:28:24.670685,2026-08-26 17:28:26.012128,0 days 00:00:01.341443,1.1337339176899831e-08,,entropy,22,,1,15,best,0.773850109104351,0.004439178720752763,"[0.7759322993562555, 0.7791187981705914, 0.7749111345568697, 0.7735126895097446, 0.7657756239282945]",COMPLETE
116,0.7661892661160146,2026-08-26 17:28:26.012515,2026-08-26 17:28:27.336770,0 days 00:00:01.324255,2.177371665359568e-08,,entropy,24,,1,21,best,0.7661892661160146,0.0066450167579004855,"[0.7715114727472857, 0.7707541633784576, 0.7668380423172513, 0.7685270401334513, 0.7533156120036271]",COMPLETE
117,0.7656624137240517,2026-08-26 17:28:27.337152,2026-08-26 17:28:28.628942,0 days 00:00:01.291790,1.180171262162313e-08,,entropy,23,,6,16,best,0.7656624137240517,0.005204619139848093,"[0.7724648490936379, 0.7646297524403378, 0.7644121236182709, 0.7695802397262796, 0.7572251037417327]",COMPLETE
118,0.751789758812097,2026-08-26 17:28:28.629377,2026-08-26 17:28:29.897616,0 days 00:00:01.268239,8.245259810341128e-09,,log_loss,22,,8,24,best,0.751789758812097,0.006996274223057984,"[0.7516813104118919, 0.7484758172989001, 0.7612663093230975, 0.756687760713327, 0.740837596313269]",COMPLETE
119,0.7296328878260728,2026-08-26 17:28:29.897958,2026-08-26 17:28:30.005274,0 days 00:00:00.107316,3.9852939632886504e-08,,entropy,21,,2,15,random,0.7296328878260728,0.009423165631631767,"[0.7380435070614885, 0.7170238549301372, 0.7353722528319002, 0.7383525767968139, 0.7193722475100243]",COMPLETE
120,0.7673829607966515,2026-08-26 17:28:30.005585,2026-08-26 17:28:31.300440,0 days 00:00:01.294855,1.1013048070129565e-08,,entropy,22,,6,12,best,0.7673829607966515,0.0067867844184143974,"[0.7681032197913339, 0.7685926961862884, 0.7745271020658558, 0.7710954765222328, 0.7545963094175466]",COMPLETE
121,0.7720972151225807,2026-08-26 17:28:31.300789,2026-08-26 17:28:32.625382,0 days 00:00:01.324593,6.333532575906226e-09,,entropy,20,,2,14,best,0.7720972151225807,0.005507484091452631,"[0.7724448812178649, 0.7794578778996849, 0.774694188748516, 0.7712757170138177, 0.7626134107330197]",COMPLETE
122,0.7727961382104557,2026-08-26 17:28:32.625692,2026-08-26 17:28:33.959173,0 days 00:00:01.333481,6.61482109446463e-09,,entropy,20,,1,14,best,0.7727961382104557,0.0054459680286003485,"[0.7759322993562555, 0.7780117417218264, 0.7765405033009741, 0.7702176817262485, 0.7632784649469739]",COMPLETE
123,0.7727961382104557,2026-08-26 17:28:33.959507,2026-08-26 17:28:35.290735,0 days 00:00:01.331228,6.884878143821614e-09,,entropy,20,,1,14,best,0.7727961382104557,0.0054459680286003485,"[0.7759322993562555, 0.7780117417218264, 0.7765405033009741, 0.7702176817262485, 0.7632784649469739]",COMPLETE
124,0.7638029389374411,2026-08-26 17:28:35.291155,2026-08-26 17:28:36.610412,0 days 00:00:01.319257,1.4863109181100767e-08,,entropy,20,,1,21,best,0.7638029389374411,0.006639416621506504,"[0.7662463638803653, 0.7695570071399472, 0.7671688295724569, 0.7652026291232902, 0.750839864971146]",COMPLETE
125,0.7557261114590046,2026-08-26 17:28:36.610844,2026-08-26 17:28:37.888070,0 days 00:00:01.277226,7.755803834577892e-09,,entropy,21,,5,28,best,0.7557261114590046,0.008109641097483128,"[0.7539833239602673, 0.7527331287676002, 0.7574977060932951, 0.7696441234905178, 0.7447722749833426]",COMPLETE
126,0.7698953612709576,2026-08-26 17:28:37.888387,2026-08-26 17:28:39.213776,0 days 00:00:01.325389,2.0845566256088574e-08,,entropy,23,,1,19,best,0.7698953612709576,0.0062242991221484936,"[0.7726300135880821, 0.7750165336302172, 0.7689570143092342, 0.774658499455827, 0.7582147453714274]",COMPLETE
127,0.7684411327211135,2026-08-26 17:28:39.214151,2026-08-26 17:28:40.512144,0 days 00:00:01.297993,4.3860510944890185e-09,,entropy,22,,5,14,best,0.7684411327211135,0.005492239705682339,"[0.7701749957143517, 0.7729943872324716, 0.7696544715176484, 0.7716724682922749, 0.7577093408488205]",COMPLETE
128,0.7659942591921913,2026-08-26 17:28:40.512496,2026-08-26 17:28:41.811081,0 days 00:00:01.298585,1.2005758668516127e-08,,entropy,18,,4,10,best,0.7659942591921913,0.007258671057173638,"[0.7638207403996705, 0.7788579253186173, 0.766165827817475, 0.764700161106851, 0.7564266413183427]",COMPLETE
129,0.7612155401512537,2026-08-26 17:28:41.811406,2026-08-26 17:28:43.080016,0 days 00:00:01.268610,6.486818715161722e-08,,entropy,21,,8,12,best,0.7612155401512537,0.010403481058648833,"[0.7670455256113778, 0.7529190781790062, 0.7757630085456323, 0.7639425427088745, 0.7464075457113776]",COMPLETE
130,0.7739583379576719,2026-08-26 17:28:43.080439,2026-08-26 17:28:44.393530,0 days 00:00:01.313091,6.8434087713985305e-09,,entropy,20,,3,13,best,0.7739583379576719,0.0073548046971746595,"[0.7735988335400753, 0.7852879211150551, 0.7739767580867513, 0.7748517003510228, 0.762076476695455]",COMPLETE
131,0.769306262639672,2026-08-26 17:28:44.393961,2026-08-26 17:28:45.702962,0 days 00:00:01.309001,6.485185615592551e-09,,entropy,20,,3,17,best,0.769306262639672,0.005569070752990152,"[0.7722145023283765, 0.7752824652652501, 0.7676846441288566, 0.7720739107452909, 0.7592757907305855]",COMPLETE
132,0.7767772237872795,2026-08-26 17:28:45.703349,2026-08-26 17:28:47.045619,0 days 00:00:01.342270,8.73880427409815e-09,,entropy,21,,1,13,best,0.7767772237872795,0.00509551242907701,"[0.775964977185843, 0.7845859758316163, 0.7790243569493865, 0.7753501538305522, 0.7689606551389992]",COMPLETE
133,0.7787395455512833,2026-08-26 17:28:47.046030,2026-08-26 17:28:48.385629,0 days 00:00:01.339599,9.660320212002303e-09,,entropy,21,,1,10,best,0.7787395455512833,0.005385599456605464,"[0.7825314188607467, 0.7833903276831499, 0.7799811250573648, 0.7794011362354278, 0.768393719919727]",COMPLETE
134,0.6893726258135684,2026-08-26 17:28:48.386031,2026-08-26 17:28:49.451784,0 days 00:00:01.065753,1.6732212884772128e-08,,entropy,24,,45,10,best,0.6893726258135684,0.007963088322596049,"[0.6868874281414183, 0.6842319755559602, 0.7036501006137482, 0.691454354747364, 0.6806392700093515]",COMPLETE
135,0.7685019544053249,2026-08-26 17:28:49.452173,2026-08-26 17:28:50.752654,0 days 00:00:01.300481,2.9640885945517065e-08,,entropy,22,,5,12,best,0.7685019544053249,0.003927090000099208,"[0.7665891355666048, 0.7722167014672762, 0.7706335823783553, 0.7714019867468137, 0.7616683658675747]",COMPLETE
136,0.7787395455512833,2026-08-26 17:28:50.752958,2026-08-26 17:28:52.095111,0 days 00:00:01.342153,1.038685337501606e-08,,entropy,21,,1,10,best,0.7787395455512833,0.005385599456605464,"[0.7825314188607467, 0.7833903276831499, 0.7799811250573648, 0.7794011362354278, 0.768393719919727]",COMPLETE
137,0.7654399134696194,2026-08-26 17:28:52.095426,2026-08-26 17:28:53.375839,0 days 00:00:01.280413,9.489126501525295e-09,,entropy,21,,7,10,best,0.7654399134696194,0.007480154286895847,"[0.7724031853916089, 0.7628908978939045, 0.7733512122554598, 0.7658433601373882, 0.7527109116697352]",COMPLETE
138,0.7670422716492558,2026-08-26 17:28:53.376240,2026-08-26 17:28:54.674691,0 days 00:00:01.298451,1.3118453380879767e-08,,entropy,22,,4,19,best,0.7670422716492558,0.005812022998880063,"[0.7728942958689405, 0.7721923658572996, 0.7647807293103107, 0.7683647417213354, 0.7569792254883926]",COMPLETE
139,0.7733305755557482,2026-08-26 17:28:54.675082,2026-08-26 17:28:56.005809,0 days 00:00:01.330727,2.1877869587608064e-08,,log_loss,21,,3,11,best,0.7733305755557482,0.007286347330674769,"[0.7766332863343752, 0.7826830563601884, 0.7728657191795415, 0.7740383214367433, 0.7604324944678922]",COMPLETE
140,0.768314095264444,2026-08-26 17:28:56.006120,2026-08-26 17:28:57.296116,0 days 00:00:01.289996,4.982931550934968e-08,,log_loss,23,,6,9,best,0.768314095264444,0.006874772137565123,"[0.7735189925805788, 0.7696996113709226, 0.7750952436042473, 0.7676249194217105, 0.7556317093447613]",COMPLETE
141,0.7137925414201105,2026-08-26 17:28:57.296521,2026-08-26 17:28:58.494959,0 days 00:00:01.198438,2.4241867986782465e-08,,log_loss,22,,3,84,best,0.7137925414201105,0.006225561323763489,"[0.7141741107136625, 0.7113347513197698, 0.714577927319081, 0.724085543631011, 0.7047903741170284]",COMPLETE
142,0.5617159475714806,2026-08-26 17:28:58.495450,2026-08-26 17:28:59.841623,0 days 00:00:01.346173,0.008648747552154803,,log_loss,21,,1,12,best,0.5617159475714806,0.0029603867558337773,"[0.5652296019367694, 0.5632075662595587, 0.562105735022145, 0.5617150339249046, 0.556321800714025]",COMPLETE
143,0.770839800803309,2026-08-26 17:28:59.841949,2026-08-26 17:29:01.145306,0 days 00:00:01.303357,9.398739413352607e-09,,log_loss,21,,4,16,best,0.770839800803309,0.005902905015295242,"[0.7771744348575732, 0.7774581505012778, 0.7670098187135351, 0.7704018878696114, 0.7621547120745479]",COMPLETE
144,0.7747114936845578,2026-08-26 17:29:01.145711,2026-08-26 17:29:02.480754,0 days 00:00:01.335043,1.719388487273907e-08,,log_loss,20,,1,11,best,0.7747114936845578,0.005817047541684165,"[0.7734622463974783, 0.7821568016579064, 0.7797601647121014, 0.7725159270708682, 0.7656623285844351]",COMPLETE
145,0.778210699510887,2026-08-26 17:29:02.481164,2026-08-26 17:29:03.802812,0 days 00:00:01.321648,3.3921602882551e-08,,log_loss,21,,3,9,best,0.778210699510887,0.00720783529000918,"[0.7772962541715871, 0.7865430490984484, 0.7810252328023751, 0.7811327392980711, 0.7650562221839529]",COMPLETE
146,0.6475175990449905,2026-08-26 17:29:03.803133,2026-08-26 17:29:03.841182,0 days 00:00:00.038049,1.0277724086259266e-07,,log_loss,23,sqrt,9,9,random,0.6475175990449905,0.015335175469811826,"[0.6590367847978414, 0.6527096140167615, 0.6519326392330163, 0.6566209191176787, 0.6172880380596549]",COMPLETE
147,0.7541989870690816,2026-08-26 17:29:03.841493,2026-08-26 17:29:04.335681,0 days 00:00:00.494188,1.417454642456885e-08,,log_loss,21,0.4,3,11,best,0.7541989870690816,0.004975150615698097,"[0.7570160014080597, 0.7488657368432506, 0.7625487873753732, 0.7518510143240572, 0.7507133953946673]",COMPLETE
148,0.7098660094635231,2026-08-26 17:29:04.336008,2026-08-26 17:29:05.466271,0 days 00:00:01.130263,4.441349540943196e-08,,log_loss,22,,30,4,best,0.7098660094635231,0.012942007382953391,"[0.7018905684048645, 0.7001295468437584, 0.7311680638627268, 0.7185315578500776, 0.6976103103561879]",COMPLETE
149,0.7702518506978566,2026-08-26 17:29:05.466620,2026-08-26 17:29:06.770698,0 days 00:00:01.304078,3.097046484909931e-08,,log_loss,25,,5,7,best,0.7702518506978566,0.004293133897009636,"[0.7702639959346474, 0.7765976075964978, 0.7706206219747443, 0.7707046740585818, 0.7630723539248118]",COMPLETE
150,0.7535489693444066,2026-08-26 17:29:06.771004,2026-08-26 17:29:07.530393,0 days 00:00:00.759389,2.010377717802004e-08,,log_loss,21,0.6,7,9,best,0.7535489693444066,0.0073152509785635485,"[0.7480795828661116, 0.7597409101304325, 0.7621662052556427, 0.7552602014799014, 0.7424979469899445]",COMPLETE
151,0.7716555673058612,2026-08-26 17:29:07.530724,2026-08-26 17:29:08.849686,0 days 00:00:01.318962,7.397813592828358e-09,,log_loss,20,,3,11,best,0.7716555673058612,0.006822347295195041,"[0.769914531382972, 0.7796849733526215, 0.77393729587332, 0.7752219498196596, 0.7595190861007323]",COMPLETE
152,0.7727961382104557,2026-08-26 17:29:08.850007,2026-08-26 17:29:10.182068,0 days 00:00:01.332061,3.4153845841790546e-09,,log_loss,20,,1,14,best,0.7727961382104557,0.0054459680286003485,"[0.7759322993562555, 0.7780117417218264, 0.7765405033009741, 0.7702176817262485, 0.7632784649469739]",COMPLETE
153,0.774980178431546,2026-08-26 17:29:10.182467,2026-08-26 17:29:11.509152,0 days 00:00:01.326685,1.047611449940085e-08,,log_loss,20,,3,6,best,0.774980178431546,0.005880610435256451,"[0.7776484523750892, 0.7797898409709504, 0.7767368961143136, 0.7773245278737204, 0.7634011748236563]",COMPLETE
154,0.7774572295645511,2026-08-26 17:29:11.509543,2026-08-26 17:29:12.836651,0 days 00:00:01.327108,1.1094166799920399e-08,,log_loss,21,,3,6,best,0.7774572295645511,0.00586042106959312,"[0.7795487794588211, 0.7806116889577647, 0.7801093290682574, 0.7812274299103384, 0.7657889204275738]",COMPLETE
155,0.7680519412243445,2026-08-26 17:29:12.836950,2026-08-26 17:29:14.141177,0 days 00:00:01.304227,9.800843463093334e-09,,log_loss,22,,5,4,best,0.7680519412243445,0.00616840835069587,"[0.7652741192276898, 0.7742406232115293, 0.7727660957765478, 0.7706602301692925, 0.7573186377366632]",COMPLETE
156,0.7791373768948571,2026-08-26 17:29:14.141605,2026-08-26 17:29:15.476149,0 days 00:00:01.334544,0.0004187968447378577,,log_loss,21,,3,7,best,0.7791373768948571,0.006910288760932199,"[0.7839856147299545, 0.7819586920774112, 0.7808803443522612, 0.7833742569874399, 0.7654879763272184]",COMPLETE
157,0.7737240516180159,2026-08-26 17:29:15.476532,2026-08-26 17:29:16.801625,0 days 00:00:01.325093,0.0004841067923121695,,log_loss,23,,4,6,best,0.7737240516180159,0.008364961654830052,"[0.7802337730465748, 0.7701108808887575, 0.7767584162482759, 0.782326571187936, 0.7591906167185352]",COMPLETE
158,0.6989498029346484,2026-08-26 17:29:16.801920,2026-08-26 17:29:17.070741,0 days 00:00:00.268821,0.0007602092784186744,,log_loss,23,log2,7,2,best,0.6989498029346484,0.0038610547421657647,"[0.6944023133719481, 0.6990898886571394, 0.7009294247996172, 0.7050100052974063, 0.6953173825471312]",COMPLETE
159,0.7563655419136764,2026-08-26 17:29:17.071048,2026-08-26 17:29:18.321808,0 days 00:00:01.250760,0.000325511172142682,,log_loss,23,,10,6,best,0.7563655419136764,0.008498184572391775,"[0.7567199996029332, 0.7502051040639399, 0.7641964354501646, 0.7667470757405944, 0.7439590947107503]",COMPLETE
160,0.773882794695092,2026-08-26 17:29:18.322222,2026-08-26 17:29:19.644064,0 days 00:00:01.321842,0.0004693271486611639,,log_loss,22,,4,6,best,0.773882794695092,0.0076210568610034935,"[0.7798621567520246, 0.7721734975509763, 0.7752284292909977, 0.7818950488706066, 0.7602548410108544]",COMPLETE
161,0.7300761347059557,2026-08-26 17:29:19.644389,2026-08-26 17:29:20.969703,0 days 00:00:01.325314,0.000985653338382394,,log_loss,22,,4,6,best,0.7300761347059557,0.011509312361524105,"[0.7278392658541307, 0.7282364433204401, 0.7486643341940882, 0.7328979713417715, 0.712742658819348]",COMPLETE
162,0.7711310676788898,2026-08-26 17:29:20.970100,2026-08-26 17:29:22.272727,0 days 00:00:01.302627,0.00019664974754300964,,log_loss,24,,5,8,best,0.7711310676788898,0.0054818540931439765,"[0.7734171258705403, 0.7745658934173587, 0.7767312378008068, 0.7698170618919985, 0.7611240194137449]",COMPLETE
163,0.7700280223446243,2026-08-26 17:29:22.273156,2026-08-26 17:29:23.609217,0 days 00:00:01.336061,0.0005279734749604915,,log_loss,22,,3,4,best,0.7700280223446243,0.009260592895029961,"[0.7779783728433834, 0.7674622624328661, 0.7774587763344695, 0.7741481483466854, 0.7530925517657171]",COMPLETE
164,0.6188676595966186,2026-08-26 17:29:23.609601,2026-08-26 17:29:24.606112,0 days 00:00:00.996511,0.002542225810172504,,log_loss,21,,65,6,best,0.6188676595966186,0.01107982668623147,"[0.6155529478960616, 0.6360995408152162, 0.6206587944635488, 0.6204819860453402, 0.6015450287629261]",COMPLETE
165,0.7660931678864896,2026-08-26 17:29:24.606429,2026-08-26 17:29:25.892588,0 days 00:00:01.286159,1.223337685594263e-05,,log_loss,20,,6,8,best,0.7660931678864896,0.00505396233543817,"[0.7636305645181919, 0.7704864563969172, 0.771002188070395, 0.767910586149978, 0.7574360442969663]",COMPLETE
166,0.7293284692610318,2026-08-26 17:29:25.892932,2026-08-26 17:29:26.172570,0 days 00:00:00.279638,1.6371227055295723e-06,balanced,log_loss,18,sqrt,3,3,best,0.7293284692610318,0.004930912805363524,"[0.7334824013527759, 0.7207142848961535, 0.7280328895569183, 0.7346422479028742, 0.7297705225964376]",COMPLETE
167,0.761294730532159,2026-08-26 17:29:26.172878,2026-08-26 17:29:27.443307,0 days 00:00:01.270429,8.178129818092676e-05,,log_loss,21,,8,5,best,0.761294730532159,0.01027576525837174,"[0.7669254816438716, 0.7531770761150226, 0.7757630085456323, 0.7639425427088745, 0.7466655436473942]",COMPLETE
168,0.7534075982860012,2026-08-26 17:29:27.443690,2026-08-26 17:29:27.937439,0 days 00:00:00.493749,0.00028961985820468323,,log_loss,22,0.4,5,7,best,0.7534075982860012,0.003915103011993604,"[0.7587527980797241, 0.7535175226700295, 0.7466604598282695, 0.7531320887549683, 0.754975122097015]",COMPLETE
169,0.7244132413802539,2026-08-26 17:29:27.937764,2026-08-26 17:29:28.048439,0 days 00:00:00.110675,4.9582671287604634e-06,,log_loss,19,,3,9,random,0.7244132413802539,0.007090891220336889,"[0.7362026598126837, 0.7201199714264662, 0.7280889858635043, 0.7218326604294969, 0.7158219293691181]",COMPLETE
