,precision,recall,f1-score,support
thin_cloud,0.9912899834810032,0.9965277777777778,0.9939019799744033,6624.0
cloud_affected,0.9901051329622759,0.9916382781046764,0.9908711124864614,6458.0
water,0.9982608695652174,0.9930795847750865,0.9956634865568084,8670.0
accuracy,0.9937017285766826,0.9937017285766826,0.9937017285766826,0.9937017285766826
macro avg,0.9932186620028322,0.9937485468858469,0.9934788596725577,21752.0
weighted avg,0.9937166944822996,0.9937017285766826,0.9937042473444072,21752.0
