,precision,recall,f1-score,support
thin_cloud,0.8896672504378283,0.8964705882352941,0.8930559624963376,1700.0
cloud_affected,0.8394248052726183,0.8542682926829268,0.8467815049864007,1640.0
water,0.9287396937573617,0.9063218390804598,0.9173938336242001,1740.0
accuracy,0.8862204724409449,0.8862204724409449,0.8862204724409449,0.8862204724409449
macro avg,0.8859439164892694,0.8856869066662268,0.8857437670356462,5080.0
weighted avg,0.8868303294348842,0.8862204724409449,0.8864531643558227,5080.0
