rank,candidate_id,stability_score,mean_score,std_score,min_score,max_score,n_repeated_folds,final_n_estimators,parameters,source_trials,fold_scores
1,9,0.5584890934316834,0.5671923015681622,0.03481283254591555,0.5201239658653177,0.6352456470762408,15,,"{""ccp_alpha"": 0.00018255048704519646, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": 4, ""max_features"": null, ""min_samples_leaf"": 10, ""min_samples_split"": 21, ""splitter"": ""random""}","[{""cv_seed"": 142, ""prescreen_score"": 0.5663028598137418, ""run"": 2, ""trial"": 31, ""tuning_values"": [0.5663028598137418]}]","[0.5201239658653177, 0.6352456470762408, 0.5967093022258585, 0.5375144080572611, 0.5502270433977751, 0.5876556185217596, 0.5414939559225718, 0.5557082833125028, 0.5351960621591468, 0.6114603791527284, 0.5886700138220569, 0.5429836404119229, 0.6190353408171064, 0.5525657074868008, 0.5332951552933839]"
2,10,0.5584513320953525,0.5671604645735745,0.034836529912888305,0.5201239658653177,0.6352456470762408,15,,"{""ccp_alpha"": 0.00019453610632699022, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": 4, ""max_features"": null, ""min_samples_leaf"": 11, ""min_samples_split"": 15, ""splitter"": ""random""}","[{""cv_seed"": 142, ""prescreen_score"": 0.5662073488299788, ""run"": 2, ""trial"": 121, ""tuning_values"": [0.5662073488299788]}]","[0.5201239658653177, 0.6352456470762408, 0.5967093022258585, 0.5375144080572611, 0.5502270433977751, 0.5876556185217596, 0.541016401003756, 0.5557082833125028, 0.5351960621591468, 0.6114603791527284, 0.5886700138220569, 0.5429836404119229, 0.6190353408171064, 0.5525657074868008, 0.5332951552933839]"
3,11,0.5584513320953525,0.5671604645735745,0.034836529912888305,0.5201239658653177,0.6352456470762408,15,,"{""ccp_alpha"": 0.00019979307451349713, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": 4, ""max_features"": null, ""min_samples_leaf"": 12, ""min_samples_split"": 20, ""splitter"": ""random""}","[{""cv_seed"": 142, ""prescreen_score"": 0.5662073488299788, ""run"": 2, ""trial"": 122, ""tuning_values"": [0.5662073488299788]}]","[0.5201239658653177, 0.6352456470762408, 0.5967093022258585, 0.5375144080572611, 0.5502270433977751, 0.5876556185217596, 0.541016401003756, 0.5557082833125028, 0.5351960621591468, 0.6114603791527284, 0.5886700138220569, 0.5429836404119229, 0.6190353408171064, 0.5525657074868008, 0.5332951552933839]"
4,12,0.5584049208620716,0.5671240346512889,0.03487645515686907,0.5201239658653177,0.6352456470762408,15,,"{""ccp_alpha"": 0.0003186758768428839, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": 4, ""max_features"": null, ""min_samples_leaf"": 10, ""min_samples_split"": 8, ""splitter"": ""random""}","[{""cv_seed"": 142, ""prescreen_score"": 0.5660980590631218, ""run"": 2, ""trial"": 125, ""tuning_values"": [0.5660980590631218]}]","[0.5201239658653177, 0.6352456470762408, 0.5967093022258585, 0.5375144080572611, 0.5502270433977751, 0.5876556185217596, 0.5414939559225718, 0.5557082833125028, 0.5341720584060464, 0.6114603791527284, 0.5886700138220569, 0.5429836404119229, 0.6190353408171064, 0.5525657074868008, 0.5332951552933839]"
5,13,0.5581783987599398,0.566875812069744,0.03478965323921674,0.5192735317835603,0.6352456470762408,15,,"{""ccp_alpha"": 0.00014211012960026228, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": 4, ""max_features"": null, ""min_samples_leaf"": 14, ""min_samples_split"": 24, ""splitter"": ""random""}","[{""cv_seed"": 142, ""prescreen_score"": 0.5655234781348385, ""run"": 2, ""trial"": 91, ""tuning_values"": [0.5655234781348385]}]","[0.5192735317835603, 0.6352456470762408, 0.5967093022258585, 0.5375144080572611, 0.5502270433977751, 0.5842362650460587, 0.541016401003756, 0.5557082833125028, 0.5351960621591468, 0.6114603791527284, 0.5886700138220569, 0.5429836404119229, 0.6190353408171064, 0.5525657074868008, 0.5332951552933839]"
6,15,0.5569826567109382,0.565368450773457,0.033543176250075434,0.5200395274674693,0.6245366495682733,15,,"{""ccp_alpha"": 0.00012747931976919027, ""class_weight"": ""balanced"", ""criterion"": ""log_loss"", ""max_depth"": 4, ""max_features"": null, ""min_samples_leaf"": 19, ""min_samples_split"": 43, ""splitter"": ""random""}","[{""cv_seed"": 142, ""prescreen_score"": 0.5651718371135029, ""run"": 2, ""trial"": 24, ""tuning_values"": [0.5651718371135029]}]","[0.5200395274674693, 0.6245366495682733, 0.5967093022258585, 0.5360152653342872, 0.5479890057567949, 0.5835020636924809, 0.541016401003756, 0.5557082833125028, 0.5341720584060464, 0.6114603791527284, 0.5785697812002725, 0.5245936762038244, 0.6190353408171064, 0.5594354728013358, 0.5477435546591181]"
7,16,0.5569701243005112,0.5653660528651573,0.033583714258584314,0.5200395274674693,0.6245366495682733,15,,"{""ccp_alpha"": 0.00017402881175474522, ""class_weight"": ""balanced"", ""criterion"": ""log_loss"", ""max_depth"": 4, ""max_features"": null, ""min_samples_leaf"": 20, ""min_samples_split"": 20, ""splitter"": ""random""}","[{""cv_seed"": 142, ""prescreen_score"": 0.5651718371135029, ""run"": 2, ""trial"": 28, ""tuning_values"": [0.5651718371135029]}]","[0.5200395274674693, 0.6245366495682733, 0.5967093022258585, 0.5358017651322539, 0.547924816280429, 0.5835020636924809, 0.541016401003756, 0.5557082833125028, 0.5341720584060464, 0.6114603791527284, 0.5785697812002725, 0.5245936762038244, 0.6192770618710102, 0.5594354728013358, 0.5477435546591181]"
8,14,0.5566973438522014,0.5657797045412531,0.03632944275620709,0.5137453838901469,0.6352456470762408,15,,"{""ccp_alpha"": 0.00021012824826954367, ""class_weight"": ""balanced"", ""criterion"": ""gini"", ""max_depth"": 4, ""max_features"": null, ""min_samples_leaf"": 24, ""min_samples_split"": 61, ""splitter"": ""random""}","[{""cv_seed"": 142, ""prescreen_score"": 0.5653217822661146, ""run"": 2, ""trial"": 149, ""tuning_values"": [0.5653217822661146]}]","[0.5200395274674693, 0.6352456470762408, 0.5976904157897536, 0.5375144080572611, 0.5498785506289999, 0.5822564234333877, 0.541016401003756, 0.5557082833125028, 0.5341720584060464, 0.6134557451748802, 0.5867381557258152, 0.5429836404119229, 0.6188365304499026, 0.5574143972907128, 0.5137453838901469]"
9,19,0.5534236562502777,0.5623718352021718,0.03579271580757654,0.5076493099293672,0.6300831444373949,15,,"{""ccp_alpha"": 3.247325386641102e-06, ""class_weight"": ""balanced"", ""criterion"": ""entropy"", ""max_depth"": 5, ""max_features"": 0.5, ""min_samples_leaf"": 16, ""min_samples_split"": 28, ""splitter"": ""random""}","[{""cv_seed"": 242, ""prescreen_score"": 0.5693033724992731, ""run"": 3, ""trial"": 72, ""tuning_values"": [0.5693033724992731]}]","[0.5142225030290485, 0.603135623287479, 0.5739085446072201, 0.5704557587403273, 0.5202685088383182, 0.5939842027535356, 0.542597015538172, 0.5457774440315757, 0.5076493099293672, 0.6170617547811686, 0.577736236628537, 0.5453833369761658, 0.6300831444373949, 0.5489908855855044, 0.5443232588687633]"
10,23,0.552507869194604,0.5615682860358918,0.036241667365151324,0.5076493099293672,0.6300831444373949,15,,"{""ccp_alpha"": 1.7250282997880076e-05, ""class_weight"": ""balanced"", ""criterion"": ""entropy"", ""max_depth"": 5, ""max_features"": 0.5, ""min_samples_leaf"": 15, ""min_samples_split"": 46, ""splitter"": ""random""}","[{""cv_seed"": 242, ""prescreen_score"": 0.5693033724992731, ""run"": 3, ""trial"": 132, ""tuning_values"": [0.5693033724992731]}]","[0.5142225030290485, 0.603135623287479, 0.5739085446072201, 0.5704557587403273, 0.522524239213601, 0.5939842027535356, 0.542597015538172, 0.5314684761620929, 0.5076493099293672, 0.6170617547811686, 0.577736236628537, 0.5453833369761658, 0.6300831444373949, 0.5489908855855044, 0.5443232588687633]"
