,precision,recall,f1-score,support
thin_cloud,0.010344827586206896,0.07692307692307693,0.0182370820668693,39.0
cloud_affected,0.0029850746268656717,0.125,0.0058309037900874635,8.0
water,0.9889705882352942,0.3164705882352941,0.47950089126559714,850.0
accuracy,0.30434782608695654,0.30434782608695654,0.30434782608695654,0.30434782608695654
macro avg,0.3341001634827889,0.17279788838612367,0.16785629237418465,897.0
weighted avg,0.9376280143510334,0.30434782608695654,0.4552214615459155,897.0
