,precision,recall,f1-score,support
thin_cloud,0.0,0.0,0.0,39.0
cloud_affected,0.024390243902439025,0.875,0.04745762711864407,8.0
water,0.9635036496350365,0.31058823529411766,0.4697508896797153,850.0
accuracy,0.30211817168338906,0.30211817168338906,0.30211817168338906,0.30211817168338906
macro avg,0.3292979645124919,0.39519607843137255,0.17240283893278643,897.0
weighted avg,0.9132365932452627,0.30211817168338906,0.44556066582464565,897.0
