,precision,recall,f1-score,support
thin_cloud,0.004201680672268907,0.02564102564102564,0.007220216606498195,39.0
cloud_affected,0.006872852233676976,0.25,0.013377926421404682,8.0
water,0.9103260869565217,0.3941176470588235,0.5500821018062397,850.0
accuracy,0.37681159420289856,0.37681159420289856,0.37681159420289856,0.37681159420289856
macro avg,0.3071335399541559,0.22325289089994974,0.19022674827804753,897.0
weighted avg,0.8628718197069469,0.37681159420289856,0.521692751833142,897.0
