number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_class_weight,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,user_attrs_cv_mean,user_attrs_cv_std,user_attrs_fold_scores,state
50,0.8779153954493649,2026-08-26 14:23:34.600107,2026-08-26 14:23:57.087482,0 days 00:00:22.487375,True,balanced,log_loss,,0.5,2,15,900,0.8779153954493649,0.007804741036627324,"[0.8712874938200231, 0.8660940472216004, 0.8860681570551782, 0.8822209645611303, 0.8839063145888927]",COMPLETE
51,0.8972668936713966,2026-08-26 14:23:57.087795,2026-08-26 14:24:29.288699,0 days 00:00:32.200904,False,balanced,entropy,,0.5,4,8,800,0.8972668936713966,0.007861411278129064,"[0.893957972604639, 0.8841174858610675, 0.9075437301747042, 0.9008236117092817, 0.8998916680072901]",COMPLETE
52,0.8972668936713966,2026-08-26 14:24:29.289017,2026-08-26 14:25:01.543544,0 days 00:00:32.254527,False,balanced,entropy,,0.5,4,8,800,0.8972668936713966,0.007861411278129064,"[0.893957972604639, 0.8841174858610675, 0.9075437301747042, 0.9008236117092817, 0.8998916680072901]",COMPLETE
53,0.8950116676024159,2026-08-26 14:25:01.543855,2026-08-26 14:25:33.553256,0 days 00:00:32.009401,False,balanced,entropy,,0.5,4,11,800,0.8950116676024159,0.007090187853060267,"[0.8953491383271098, 0.881471548389903, 0.9017525014350082, 0.897351300813536, 0.8991338490465223]",COMPLETE
54,0.8985660229871903,2026-08-26 14:25:33.553577,2026-08-26 14:26:10.501108,0 days 00:00:36.947531,False,balanced,entropy,,0.5,2,9,900,0.8985660229871903,0.00652250600295736,"[0.8949511521378039, 0.8880615713411536, 0.9071657104354368, 0.9010841615741011, 0.9015675194474563]",COMPLETE
55,0.8613775825595189,2026-08-26 14:26:10.501430,2026-08-26 14:26:44.030101,0 days 00:00:33.528671,False,balanced,entropy,12.0,0.5,1,29,900,0.8613775825595189,0.011018311738867283,"[0.8584451010174771, 0.8419944370846429, 0.8642334772068766, 0.8746580448347764, 0.8675568526538212]",COMPLETE
56,0.895975415942267,2026-08-26 14:26:44.030407,2026-08-26 14:27:24.856685,0 days 00:00:40.826278,False,balanced,entropy,,0.5,2,12,1000,0.895975415942267,0.007368698998413817,"[0.8934830709681707, 0.8837628759319894, 0.9061018806482029, 0.8970187420359151, 0.8995105101270574]",COMPLETE
57,0.8927172063548989,2026-08-26 14:27:24.857002,2026-08-26 14:28:01.810847,0 days 00:00:36.953845,False,balanced,entropy,,0.5,1,18,900,0.8927172063548989,0.008368186444445458,"[0.8905755412814772, 0.8774009060093331, 0.9004533110753772, 0.8961902728210781, 0.8989660005872292]",COMPLETE
58,0.8902314703703389,2026-08-26 14:28:01.811182,2026-08-26 14:28:22.272583,0 days 00:00:20.461401,False,balanced,entropy,24.0,0.3,5,9,900,0.8902314703703389,0.008945906957031211,"[0.8969039720171992, 0.8732296220633887, 0.8964585417912604, 0.8891705039758202, 0.8953947120040264]",COMPLETE
59,0.8945734693632363,2026-08-26 14:28:22.272913,2026-08-26 14:29:02.436638,0 days 00:00:40.163725,False,balanced,entropy,,0.5,3,13,1000,0.8945734693632363,0.007594555301373677,"[0.895065178652101, 0.8805986605641284, 0.9016629381704471, 0.8944424124681106, 0.9010981569613946]",COMPLETE
60,0.8112967658214612,2026-08-26 14:29:02.436954,2026-08-26 14:30:01.632244,0 days 00:00:59.195290,False,balanced,entropy,,1.0,7,15,800,0.8112967658214612,0.010664729279413228,"[0.8069466300606557, 0.7974910710196365, 0.809878915852854, 0.8301826878982944, 0.8119845242758649]",COMPLETE
61,0.8972668936713966,2026-08-26 14:30:01.632568,2026-08-26 14:30:33.815890,0 days 00:00:32.183322,False,balanced,entropy,,0.5,4,8,800,0.8972668936713966,0.007861411278129064,"[0.893957972604639, 0.8841174858610675, 0.9075437301747042, 0.9008236117092817, 0.8998916680072901]",COMPLETE
62,0.8965728506502986,2026-08-26 14:30:33.816204,2026-08-26 14:31:06.262286,0 days 00:00:32.446082,False,balanced,entropy,,0.5,3,10,800,0.8965728506502986,0.00668155507905106,"[0.893269761547231, 0.8854652753233104, 0.9047320400345026, 0.8985123288059939, 0.9008848475404551]",COMPLETE
63,0.9004646951986768,2026-08-26 14:31:06.262604,2026-08-26 14:31:43.248991,0 days 00:00:36.986387,False,balanced,entropy,,0.5,2,8,900,0.9004646951986768,0.007982771542148192,"[0.8959156990183953, 0.8871886835153792, 0.9083456514383866, 0.9031866318561467, 0.9076868101650758]",COMPLETE
64,0.9011564826058087,2026-08-26 14:31:43.249312,2026-08-26 14:32:20.363224,0 days 00:00:37.113912,False,balanced,entropy,,0.5,2,7,900,0.9011564826058087,0.007714919843750027,"[0.8989882553314392, 0.8872879664220217, 0.9096448417980176, 0.9050348285553033, 0.9048265209222625]",COMPLETE
65,0.7773430844439206,2026-08-26 14:32:20.363537,2026-08-26 14:32:50.216117,0 days 00:00:29.852580,False,balanced,entropy,8.0,0.5,2,6,1000,0.7773430844439206,0.008256851487007034,"[0.7724000144795574, 0.7647524269341659, 0.7792794082884916, 0.7811087641183279, 0.7891748083990601]",COMPLETE
66,0.8939515614042722,2026-08-26 14:32:50.216424,2026-08-26 14:33:05.658677,0 days 00:00:15.442253,False,balanced,entropy,,log2,1,3,900,0.8939515614042722,0.008300982369223013,"[0.8976677398630376, 0.8775466089558366, 0.9004802798500329, 0.8970614856800977, 0.8970016926723566]",COMPLETE
67,0.8948895559066713,2026-08-26 14:33:05.659003,2026-08-26 14:34:00.442813,0 days 00:00:54.783810,False,balanced,entropy,48.0,0.7,2,12,1000,0.8948895559066713,0.00439953441990422,"[0.8920498876442039, 0.8877293288715556, 0.8986379386093057, 0.8994038133342374, 0.8966268110740545]",COMPLETE
68,0.8953244939172114,2026-08-26 14:34:00.443134,2026-08-26 14:34:28.540541,0 days 00:00:28.097407,False,balanced,gini,,0.5,3,6,900,0.8953244939172114,0.007147692106263664,"[0.8933341466082068, 0.8825067455245637, 0.901023009907628, 0.9024508640468359, 0.8973077034988228]",COMPLETE
69,0.9000828697364479,2026-08-26 14:34:28.540874,2026-08-26 14:35:05.669164,0 days 00:00:37.128290,False,balanced,entropy,,0.5,1,10,900,0.9000828697364479,0.006875492430910481,"[0.8971718294258212, 0.8880181950809257, 0.9060753326970482, 0.9028320219270687, 0.9063169695513756]",COMPLETE
70,0.8598562904185837,2026-08-26 14:35:05.669472,2026-08-26 14:35:18.306946,0 days 00:00:12.637474,True,balanced,entropy,12.0,0.3,2,10,900,0.8598562904185837,0.00922182169215453,"[0.8653709383185259, 0.8417037081205448, 0.8668993700392423, 0.8627682178701859, 0.8625392177444198]",COMPLETE
71,0.9016085413818231,2026-08-26 14:35:18.307258,2026-08-26 14:35:55.682550,0 days 00:00:37.375292,False,balanced,entropy,,0.5,1,7,900,0.9016085413818231,0.0062295392047517365,"[0.9000024436653521, 0.8914663701237954, 0.9095066794308447, 0.9004676431214715, 0.9065995705676525]",COMPLETE
72,0.9016085413818231,2026-08-26 14:35:55.682865,2026-08-26 14:36:33.169723,0 days 00:00:37.486858,False,balanced,entropy,,0.5,1,7,900,0.9016085413818231,0.0062295392047517365,"[0.9000024436653521, 0.8914663701237954, 0.9095066794308447, 0.9004676431214715, 0.9065995705676525]",COMPLETE
73,0.9016085413818231,2026-08-26 14:36:33.170031,2026-08-26 14:37:10.748374,0 days 00:00:37.578343,False,balanced,entropy,,0.5,1,7,900,0.9016085413818231,0.0062295392047517365,"[0.9000024436653521, 0.8914663701237954, 0.9095066794308447, 0.9004676431214715, 0.9065995705676525]",COMPLETE
74,0.9022941831003894,2026-08-26 14:37:10.748692,2026-08-26 14:37:52.649578,0 days 00:00:41.900886,False,balanced,entropy,,0.5,1,7,1000,0.9022941831003894,0.006520757052992003,"[0.899647833736274, 0.8911117601947174, 0.9098126902573108, 0.9040151010709837, 0.9068835302426613]",COMPLETE
75,0.8977542553797765,2026-08-26 14:37:52.649894,2026-08-26 14:38:33.456697,0 days 00:00:40.806803,False,balanced,entropy,16.0,0.5,1,7,1000,0.8977542553797765,0.006215761666070284,"[0.8958240399635784, 0.8865080963097965, 0.9033167384591559, 0.9003263426133331, 0.902796059553018]",COMPLETE
76,0.8932517054701921,2026-08-26 14:38:33.457012,2026-08-26 14:38:50.073367,0 days 00:00:16.616355,False,balanced,entropy,32.0,sqrt,2,2,1000,0.8932517054701921,0.008725294817212511,"[0.8968878697508124, 0.8760575189854555, 0.9003389793418947, 0.8959270056387943, 0.8970471536340033]",COMPLETE
77,0.9028002325161794,2026-08-26 14:38:50.073696,2026-08-26 14:39:31.816456,0 days 00:00:41.742760,False,balanced,entropy,,0.5,1,4,1000,0.9028002325161794,0.005351482484213653,"[0.9007116635235081, 0.8938989981740203, 0.9091286596915772, 0.9030471108302415, 0.9072147303615498]",COMPLETE
78,0.8577160862421247,2026-08-26 14:39:31.816757,2026-08-26 14:40:07.874351,0 days 00:00:36.057594,False,balanced_subsample,entropy,,0.5,16,3,1000,0.8577160862421247,0.00968376063277125,"[0.8514306724458152, 0.8416965883647155, 0.8643041274609459, 0.8672823074017083, 0.8638667355374384]",COMPLETE
79,0.8990872239014079,2026-08-26 14:40:07.874678,2026-08-26 14:40:48.535221,0 days 00:00:40.660543,False,balanced,entropy,,0.5,3,4,1000,0.8990872239014079,0.008138363017752719,"[0.8950218023918731, 0.8852309571016228, 0.9082750011843176, 0.9036604911419057, 0.90324786768732]",COMPLETE
80,0.8969713988014874,2026-08-26 14:40:48.535525,2026-08-26 14:41:20.683168,0 days 00:00:32.147643,False,balanced,gini,24.0,0.5,1,6,1000,0.8969713988014874,0.0060723677937310604,"[0.8954618061826749, 0.8857339872946685, 0.9012835597724475, 0.9020948954590259, 0.90028274529862]",COMPLETE
81,0.902567818447546,2026-08-26 14:41:20.683474,2026-08-26 14:41:58.231103,0 days 00:00:37.547629,False,balanced,entropy,,0.5,1,4,900,0.902567818447546,0.005401533606728667,"[0.9007116635235081, 0.893494746791621, 0.9087740497624992, 0.9026439017985516, 0.9072147303615498]",COMPLETE
82,0.9011564826058087,2026-08-26 14:41:58.231428,2026-08-26 14:42:35.293929,0 days 00:00:37.062501,False,balanced,entropy,,0.5,2,7,900,0.9011564826058087,0.007714919843750027,"[0.8989882553314392, 0.8872879664220217, 0.9096448417980176, 0.9050348285553033, 0.9048265209222625]",COMPLETE
83,0.9028002325161794,2026-08-26 14:42:35.294254,2026-08-26 14:43:17.123412,0 days 00:00:41.829158,False,balanced,entropy,,0.5,1,4,1000,0.9028002325161794,0.005351482484213653,"[0.9007116635235081, 0.8938989981740203, 0.9091286596915772, 0.9030471108302415, 0.9072147303615498]",COMPLETE
84,0.9028002325161794,2026-08-26 14:43:17.123727,2026-08-26 14:43:58.974385,0 days 00:00:41.850658,False,balanced,entropy,,0.5,1,4,1000,0.9028002325161794,0.005351482484213653,"[0.9007116635235081, 0.8938989981740203, 0.9091286596915772, 0.9030471108302415, 0.9072147303615498]",COMPLETE
85,0.7685435364905286,2026-08-26 14:43:58.974701,2026-08-26 14:44:39.543245,0 days 00:00:40.568544,False,balanced,entropy,8.0,0.7,1,4,1000,0.7685435364905286,0.01130670078182985,"[0.7668729667528046, 0.7578426918995037, 0.754952960349048, 0.7818346125165414, 0.7812144509347453]",COMPLETE
86,0.8963934462799479,2026-08-26 14:44:39.543558,2026-08-26 14:45:05.439844,0 days 00:00:25.896286,True,balanced,entropy,,0.5,1,2,1000,0.8963934462799479,0.00868934309968739,"[0.8908805097572342, 0.8819276544470916, 0.9043112766510529, 0.9013177426642649, 0.9035300478800957]",COMPLETE
87,0.8289833549150574,2026-08-26 14:45:05.440149,2026-08-26 14:46:22.811983,0 days 00:01:17.371834,False,balanced,entropy,,1.0,3,3,1000,0.8289833549150574,0.008720847436443037,"[0.8200121453528638, 0.8183902092843344, 0.829471604393205, 0.8368810918710606, 0.8401617236738229]",COMPLETE
