,precision,recall,f1-score,support
thin_cloud,0.47121820615796517,0.552156862745098,0.5084868183459733,5100.0
cloud_affected,0.38392857142857145,0.20435643564356434,0.26673559059188423,5050.0
water,0.5054768901950307,0.6306666666666667,0.5611745513866232,6000.0
accuracy,0.47256965944272444,0.47256965944272444,0.47256965944272444,0.47256965944272444
macro avg,0.45354122259385576,0.4623933216851097,0.4454656534414936,16150.0
weighted avg,0.4566509893678076,0.47256965944272444,0.45246717116862034,16150.0
