,precision,recall,f1-score,support
thin_cloud,0.4995471014492754,0.6488235294117647,0.5644831115660184,5100.0
cloud_affected,0.3662125340599455,0.13306930693069308,0.1952069716775599,5050.0
water,0.5343908464438955,0.685,0.6003944196917683,6000.0
accuracy,0.5009907120743035,0.5009907120743035,0.5009907120743035,0.5009907120743035
macro avg,0.46671682731770553,0.4889642787808193,0.45336150097844885,16150.0
weighted avg,0.47079929368776485,0.5009907120743035,0.46235452595102056,16150.0
