,precision,recall,f1-score,support
thin_cloud,0.9794764059469941,0.9895510204081632,0.9844879395760578,6125.0
cloud_affected,0.9770812268284462,0.9832118026114973,0.9801369284084186,5897.0
water,0.9955135773317592,0.9838973162193699,0.9896713615023475,8570.0
accuracy,0.9853826728826729,0.9853826728826729,0.9853826728826729,0.9853826728826729
macro avg,0.9840237367023997,0.9855533797463435,0.9847654098289413,20592.0
weighted avg,0.9854648571661745,0.9853826728826729,0.9853991678711594,20592.0
