,precision,recall,f1-score,support
thin_cloud,0.5439739413680782,0.5273684210526316,0.535542490646713,950.0
cloud_affected,0.4258064516129032,0.3473684210526316,0.3826086956521739,950.0
water,0.5627769571639586,0.662608695652174,0.6086261980830671,1150.0
accuracy,0.5222950819672131,0.5222950819672131,0.5222950819672131,0.5222950819672131
macro avg,0.5108524500483133,0.5124485125858124,0.5089257947939846,3050.0
weighted avg,0.5142573357608147,0.5222950819672131,0.5154635261572033,3050.0
