,precision,recall,f1-score,support
thin_cloud,0.969258589511754,0.9854752711895569,0.9772996626857507,5439.0
cloud_affected,0.9728455591174807,0.9708317651486639,0.971837618913064,5314.0
water,0.9913793103448276,0.9809711286089239,0.9861477572559367,7620.0
accuracy,0.9793719044249715,0.9793719044249715,0.9793719044249715,0.9793719044249715
macro avg,0.9778278196580207,0.9790927216490481,0.9784283462849173,18373.0
weighted avg,0.9794703703441086,0.9793719044249715,0.979389532604477,18373.0
