number,value,datetime_start,datetime_complete,duration,params_bootstrap,params_class_weight,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_n_estimators,user_attrs_cv_mean,user_attrs_cv_std,user_attrs_fold_scores,state
86,0.8552668170886382,2026-08-25 17:01:39.983418,2026-08-25 17:02:01.553295,0 days 00:00:21.569877,True,balanced,log_loss,32.0,0.5,1,5,400,0.8552668170886382,0.005180803371945341,"[0.8554884047881416, 0.8634353200203843, 0.84815788386438, 0.8574610631505891, 0.8517914136196959]",COMPLETE
87,0.7671491835343965,2026-08-25 17:02:01.553636,2026-08-25 17:03:08.470197,0 days 00:01:06.916561,False,balanced,log_loss,32.0,1.0,3,4,400,0.7671491835343965,0.006387693368803809,"[0.7614273269968033, 0.7653673607501236, 0.7765172327699533, 0.7599480148429021, 0.7724859823122007]",COMPLETE
88,0.8456977878106766,2026-08-25 17:03:08.470521,2026-08-25 17:03:22.047077,0 days 00:00:13.576556,False,balanced,log_loss,32.0,log2,3,6,400,0.8456977878106766,0.0041204164158365,"[0.8464814907507584, 0.8491552242738168, 0.8426663607563207, 0.850678620852229, 0.8395072424202583]",COMPLETE
89,0.8635952799947736,2026-08-25 17:03:22.047391,2026-08-25 17:03:57.084943,0 days 00:00:35.037552,False,balanced_subsample,log_loss,32.0,0.5,1,8,400,0.8635952799947736,0.005385802245537104,"[0.861415532724449, 0.8727463432490672, 0.8561925980105304, 0.8647187992743844, 0.862903126715437]",COMPLETE
90,0.8602763924863984,2026-08-25 17:03:57.085282,2026-08-25 17:04:31.811979,0 days 00:00:34.726697,False,balanced,log_loss,24.0,0.5,1,10,400,0.8602763924863984,0.004663656653803478,"[0.8603507409264894, 0.8685673883352498, 0.8542965290852602, 0.8582474997724819, 0.8599198043125108]",COMPLETE
91,0.8630459310069416,2026-08-25 17:04:31.812305,2026-08-25 17:05:15.187955,0 days 00:00:43.375650,False,balanced,log_loss,32.0,0.5,2,5,500,0.8630459310069416,0.00654067577928558,"[0.8670150948530858, 0.8725268164619745, 0.8529321472467427, 0.8618287925665987, 0.8609268039063057]",COMPLETE
92,0.864217180273499,2026-08-25 17:05:15.188312,2026-08-25 17:05:50.095064,0 days 00:00:34.906752,False,balanced,log_loss,32.0,0.5,2,4,400,0.864217180273499,0.005574340108723573,"[0.8684230902029629, 0.8731107400596354, 0.8590658088444081, 0.8597643339666042, 0.860721928293885]",COMPLETE
93,0.8607283301759386,2026-08-25 17:05:50.095407,2026-08-25 17:06:24.404004,0 days 00:00:34.308597,False,balanced,log_loss,32.0,0.5,3,4,400,0.8607283301759386,0.0062388737167824206,"[0.862865956197468, 0.87092351346296, 0.8519261838377571, 0.8578684786265293, 0.8600575187549785]",COMPLETE
94,0.8639439570112168,2026-08-25 17:06:24.404332,2026-08-25 17:06:59.217584,0 days 00:00:34.813252,False,balanced,log_loss,32.0,0.5,2,6,400,0.8639439570112168,0.004974010591641273,"[0.8661700204726154, 0.8701718767224819, 0.8550693590843892, 0.8649007955718728, 0.8634077332047246]",COMPLETE
95,0.6971382430677676,2026-08-25 17:06:59.217931,2026-08-25 17:07:22.133000,0 days 00:00:22.915069,False,balanced,log_loss,8.0,0.5,2,2,400,0.6971382430677676,0.006972487125819923,"[0.7013447049992804, 0.6871460901306324, 0.7000982121749472, 0.6910415543614127, 0.7060606536725652]",COMPLETE
96,0.8565261493864356,2026-08-25 17:07:22.133326,2026-08-25 17:07:37.194524,0 days 00:00:15.061198,False,balanced,log_loss,32.0,0.3,1,7,300,0.8565261493864356,0.0020311459194320165,"[0.8579299580533246, 0.85930553413233, 0.8532981523121616, 0.8562158014146538, 0.855881301019707]",COMPLETE
97,0.8398623656753339,2026-08-25 17:07:37.194862,2026-08-25 17:07:47.800718,0 days 00:00:10.605856,False,balanced,gini,48.0,sqrt,3,5,400,0.8398623656753339,0.004698697629870039,"[0.8403992615365764, 0.843649522651805, 0.8359063474378524, 0.8460044916286428, 0.8333522051217929]",COMPLETE
98,0.7890439346298096,2026-08-25 17:07:47.801056,2026-08-25 17:08:23.190425,0 days 00:00:35.389369,False,balanced,log_loss,12.0,0.5,16,6,500,0.7890439346298096,0.002207881359718448,"[0.7911151177081575, 0.7889133313367371, 0.7888558789663772, 0.7912087092833485, 0.7851266358544273]",COMPLETE
99,0.8441334224889152,2026-08-25 17:08:23.190758,2026-08-25 17:08:44.094568,0 days 00:00:20.903810,True,balanced,log_loss,16.0,0.5,1,8,400,0.8441334224889152,0.0040051547833421745,"[0.8453949338029595, 0.8507103530048893, 0.8406618715496806, 0.8445741306628379, 0.8393258234242086]",COMPLETE
100,0.8620792616144669,2026-08-25 17:08:44.094911,2026-08-25 17:24:08.892810,0 days 00:15:24.797899,False,balanced_subsample,log_loss,32.0,0.5,2,5,300,0.8620792616144669,0.007103976043985185,"[0.8657679885317237, 0.8718852498635571, 0.8509926554405092, 0.8637696790424876, 0.8579807351940575]",COMPLETE
101,0.8653622261531607,2026-08-25 17:24:08.893136,2026-08-25 17:56:41.416621,0 days 00:32:32.523485,False,balanced,log_loss,32.0,0.5,1,3,500,0.8653622261531607,0.004853114583774962,"[0.8683348268165818, 0.8730665130512468, 0.859736578203996, 0.861229467764685, 0.8644437449292942]",COMPLETE
102,0.8661952839812935,2026-08-25 17:56:41.416963,2026-08-25 18:30:37.416690,0 days 00:33:55.999727,False,balanced,log_loss,32.0,0.5,1,4,500,0.8661952839812935,0.003922586278021801,"[0.8689699921673298, 0.8722576561766452, 0.8612240233103091, 0.8638774457467493, 0.8646473025054343]",COMPLETE
103,0.8653622261531607,2026-08-25 18:30:37.417016,2026-08-25 18:46:59.132614,0 days 00:16:21.715598,False,balanced,log_loss,32.0,0.5,1,3,500,0.8653622261531607,0.004853114583774962,"[0.8683348268165818, 0.8730665130512468, 0.859736578203996, 0.861229467764685, 0.8644437449292942]",COMPLETE
104,0.8653622261531607,2026-08-25 18:46:59.132964,2026-08-25 19:04:57.652017,0 days 00:17:58.519053,False,balanced,log_loss,32.0,0.5,1,3,500,0.8653622261531607,0.004853114583774962,"[0.8683348268165818, 0.8730665130512468, 0.859736578203996, 0.861229467764685, 0.8644437449292942]",COMPLETE
105,0.8588964836947452,2026-08-25 19:04:57.652352,2026-08-25 19:21:55.261745,0 days 00:16:57.609393,False,balanced,gini,,0.5,1,2,500,0.8588964836947452,0.00485718338685297,"[0.8568771646232783, 0.8672764362662915, 0.8530650189023049, 0.8608129433876847, 0.8564508552941669]",COMPLETE
106,0.8641048696456913,2026-08-25 19:21:55.262097,2026-08-25 19:37:49.803627,0 days 00:15:54.541530,False,balanced,log_loss,32.0,0.5,2,2,500,0.8641048696456913,0.005919461066884093,"[0.8695021021207153, 0.8724907895865016, 0.8569800293902446, 0.8595890341878999, 0.8619623929430946]",COMPLETE
107,0.8658071557815215,2026-08-25 19:37:49.803959,2026-08-25 20:06:01.465511,0 days 00:28:11.661552,False,balanced,entropy,,0.5,1,3,500,0.8658071557815215,0.004853151930098113,"[0.8684586942118027, 0.8736936688994752, 0.8599625062387579, 0.8621635867041628, 0.8647573228534083]",COMPLETE
108,0.6900535976654573,2026-08-25 20:06:01.465858,2026-08-25 20:22:59.525673,0 days 00:16:58.059815,False,balanced,entropy,8.0,0.7,3,3,500,0.6900535976654573,0.004612400290278851,"[0.6936943955341314, 0.6831702617380757, 0.6910861238839529, 0.6865636458588655, 0.6957535613122611]",COMPLETE
109,0.772085892260786,2026-08-25 20:22:59.526019,2026-08-25 21:00:57.511622,0 days 00:37:57.985603,False,balanced,log_loss,24.0,1.0,1,3,500,0.772085892260786,0.005455681481449589,"[0.7685469441330209, 0.7654404092588906, 0.7804254191435911, 0.7697767689567634, 0.7762399198116645]",COMPLETE
110,0.864686883380904,2026-08-25 21:00:57.511934,2026-08-25 21:07:06.603930,0 days 00:06:09.091996,False,balanced,entropy,,0.5,2,4,500,0.864686883380904,0.005676262061653061,"[0.8703335698784221, 0.8724907895865016, 0.8579063524123981, 0.861135898225417, 0.8615678068017809]",COMPLETE
111,0.864686883380904,2026-08-25 21:07:06.604305,2026-08-25 21:40:24.265947,0 days 00:33:17.661642,False,balanced,entropy,,0.5,2,4,500,0.864686883380904,0.005676262061653061,"[0.8703335698784221, 0.8724907895865016, 0.8579063524123981, 0.861135898225417, 0.8615678068017809]",COMPLETE
112,0.864686883380904,2026-08-25 21:40:24.266268,2026-08-25 22:07:47.372151,0 days 00:27:23.105883,False,balanced,entropy,,0.5,2,4,500,0.864686883380904,0.005676262061653061,"[0.8703335698784221, 0.8724907895865016, 0.8579063524123981, 0.861135898225417, 0.8615678068017809]",COMPLETE
113,0.864686883380904,2026-08-25 22:07:47.372468,2026-08-25 22:08:32.339559,0 days 00:00:44.967091,False,balanced,entropy,,0.5,2,3,500,0.864686883380904,0.005676262061653061,"[0.8703335698784221, 0.8724907895865016, 0.8579063524123981, 0.861135898225417, 0.8615678068017809]",COMPLETE
114,0.8619218025310476,2026-08-25 22:08:32.339882,2026-08-25 22:23:18.974585,0 days 00:14:46.634703,False,balanced,entropy,,0.5,3,3,500,0.8619218025310476,0.006818620944536472,"[0.865557275374576, 0.8722726804238632, 0.851700255802995, 0.8595179938458175, 0.8605608072079859]",COMPLETE
115,0.8619218025310476,2026-08-25 22:23:18.974943,2026-08-25 22:24:02.104402,0 days 00:00:43.129459,False,balanced,entropy,,0.5,3,4,500,0.8619218025310476,0.006818620944536472,"[0.865557275374576, 0.8722726804238632, 0.851700255802995, 0.8595179938458175, 0.8605608072079859]",COMPLETE
116,0.864686883380904,2026-08-25 22:24:02.104752,2026-08-25 22:24:44.815574,0 days 00:00:42.710822,False,balanced,entropy,,0.5,2,2,500,0.864686883380904,0.005676262061653061,"[0.8703335698784221, 0.8724907895865016, 0.8579063524123981, 0.861135898225417, 0.8615678068017809]",COMPLETE
117,0.8415768179078327,2026-08-25 22:24:44.815910,2026-08-25 22:25:04.373920,0 days 00:00:19.558010,False,balanced,entropy,,log2,4,2,600,0.8415768179078327,0.003791044724199912,"[0.8429523025682744, 0.8474640807550542, 0.8376785489679017, 0.8425826931933856, 0.8372064640545482]",COMPLETE
118,0.8641048696456913,2026-08-25 22:25:04.374263,2026-08-25 22:25:47.335220,0 days 00:00:42.960957,False,balanced_subsample,entropy,32.0,0.5,2,4,500,0.8641048696456913,0.005919461066884093,"[0.8695021021207153, 0.8724907895865016, 0.8569800293902446, 0.8595890341878999, 0.8619623929430946]",COMPLETE
119,0.8523724161099004,2026-08-25 22:25:47.335553,2026-08-25 22:26:13.319619,0 days 00:00:25.984066,True,balanced,log_loss,48.0,0.5,2,3,500,0.8523724161099004,0.004860343393745669,"[0.8514179117615348, 0.8600219897306013, 0.8464146944651052, 0.8553891039043848, 0.8486183806878763]",COMPLETE
120,0.8536440145725515,2026-08-25 22:26:13.319953,2026-08-25 22:26:37.284394,0 days 00:00:23.964441,False,balanced,entropy,,0.3,3,4,500,0.8536440145725515,0.004532016999644438,"[0.8546196831609042, 0.8606336984649787, 0.8478801005795019, 0.8554794841925085, 0.8496071064648634]",COMPLETE
121,0.864686883380904,2026-08-25 22:26:37.284741,2026-08-25 22:27:20.166223,0 days 00:00:42.881482,False,balanced,entropy,,0.5,2,2,500,0.864686883380904,0.005676262061653061,"[0.8703335698784221, 0.8724907895865016, 0.8579063524123981, 0.861135898225417, 0.8615678068017809]",COMPLETE
122,0.8658071557815215,2026-08-25 22:27:20.166583,2026-08-25 22:28:03.605969,0 days 00:00:43.439386,False,balanced,entropy,,0.5,1,3,500,0.8658071557815215,0.004853151930098113,"[0.8684586942118027, 0.8736936688994752, 0.8599625062387579, 0.8621635867041628, 0.8647573228534083]",COMPLETE
123,0.8658071557815215,2026-08-25 22:28:03.606320,2026-08-25 22:28:47.092388,0 days 00:00:43.486068,False,balanced,entropy,,0.5,1,3,500,0.8658071557815215,0.004853151930098113,"[0.8684586942118027, 0.8736936688994752, 0.8599625062387579, 0.8621635867041628, 0.8647573228534083]",COMPLETE
124,0.8660727349616858,2026-08-25 22:28:47.092753,2026-08-25 22:29:31.370174,0 days 00:00:44.277421,False,balanced,entropy,,0.5,1,4,500,0.8660727349616858,0.003918639187387224,"[0.8683572470692907, 0.8722576561766452, 0.8607865779909739, 0.8640961684064168, 0.8648660251651018]",COMPLETE
125,0.8183129034098302,2026-08-25 22:29:31.370523,2026-08-25 22:30:16.348798,0 days 00:00:44.978275,False,balanced,entropy,12.0,0.5,1,3,600,0.8183129034098302,0.0038768102743192696,"[0.8232386421623215, 0.82285267083231, 0.8156613812059392, 0.8150286718220956, 0.8147831510264846]",COMPLETE
126,0.8497217389862701,2026-08-25 22:30:16.349177,2026-08-25 22:30:33.599572,0 days 00:00:17.250395,False,balanced,entropy,,sqrt,1,6,500,0.8497217389862701,0.004295313815973917,"[0.8490989572916744, 0.8571987520499121, 0.8456118159715399, 0.8511152620441388, 0.8455839075740852]",COMPLETE
127,0.8332276602949641,2026-08-25 22:30:33.600153,2026-08-25 22:31:15.039607,0 days 00:00:41.439454,False,balanced,entropy,32.0,0.5,1,34,500,0.8332276602949641,0.004149108836649671,"[0.8340467282546878, 0.8398572357767091, 0.8286430872722174, 0.8346533880060024, 0.828937862165203]",COMPLETE
128,0.8467009566856231,2026-08-25 22:31:15.039951,2026-08-25 22:31:54.674456,0 days 00:00:39.634505,False,balanced,gini,16.0,0.5,1,3,600,0.8467009566856231,0.004255203932648892,"[0.8455083793133849, 0.8547407985188974, 0.8430594300427113, 0.8468407023752307, 0.8433554731778905]",COMPLETE
129,0.8660727349616858,2026-08-25 22:31:54.674820,2026-08-25 22:32:38.397743,0 days 00:00:43.722923,False,balanced,log_loss,,0.5,1,4,500,0.8660727349616858,0.003918639187387224,"[0.8683572470692907, 0.8722576561766452, 0.8607865779909739, 0.8640961684064168, 0.8648660251651018]",COMPLETE
130,0.8650582794239676,2026-08-25 22:32:38.398074,2026-08-25 22:33:22.242420,0 days 00:00:43.844346,False,balanced,log_loss,,0.5,1,2,500,0.8650582794239676,0.0054523491672467134,"[0.8680726812759509, 0.8739341983148224, 0.8585110880079174, 0.8610391666935618, 0.8637342628275858]",COMPLETE
131,0.8650582794239676,2026-08-25 22:33:22.242776,2026-08-25 22:34:06.168272,0 days 00:00:43.925496,False,balanced,log_loss,,0.5,1,2,500,0.8650582794239676,0.0054523491672467134,"[0.8680726812759509, 0.8739341983148224, 0.8585110880079174, 0.8610391666935618, 0.8637342628275858]",COMPLETE
132,0.8650582794239676,2026-08-25 22:34:06.168618,2026-08-25 22:35:25.479286,0 days 00:01:19.310668,False,balanced,log_loss,,0.5,1,2,500,0.8650582794239676,0.0054523491672467134,"[0.8680726812759509, 0.8739341983148224, 0.8585110880079174, 0.8610391666935618, 0.8637342628275858]",COMPLETE
133,0.8650582794239676,2026-08-25 22:35:25.479627,2026-08-25 23:08:05.504413,0 days 00:32:40.024786,False,balanced,log_loss,,0.5,1,2,500,0.8650582794239676,0.0054523491672467134,"[0.8680726812759509, 0.8739341983148224, 0.8585110880079174, 0.8610391666935618, 0.8637342628275858]",COMPLETE
134,0.8650582794239676,2026-08-25 23:08:05.504736,2026-08-25 23:41:47.498335,0 days 00:33:41.993599,False,balanced,log_loss,,0.5,1,2,500,0.8650582794239676,0.0054523491672467134,"[0.8680726812759509, 0.8739341983148224, 0.8585110880079174, 0.8610391666935618, 0.8637342628275858]",COMPLETE
135,0.8650582794239676,2026-08-25 23:41:47.498659,2026-08-25 23:57:59.918746,0 days 00:16:12.420087,False,balanced,log_loss,,0.5,1,2,500,0.8650582794239676,0.0054523491672467134,"[0.8680726812759509, 0.8739341983148224, 0.8585110880079174, 0.8610391666935618, 0.8637342628275858]",COMPLETE
136,0.8650582794239676,2026-08-25 23:57:59.919088,2026-08-26 00:30:14.637300,0 days 00:32:14.718212,False,balanced,log_loss,,0.5,1,2,500,0.8650582794239676,0.0054523491672467134,"[0.8680726812759509, 0.8739341983148224, 0.8585110880079174, 0.8610391666935618, 0.8637342628275858]",COMPLETE
137,0.8658071557815215,2026-08-26 00:30:14.637685,2026-08-26 01:04:08.500778,0 days 00:33:53.863093,False,balanced,log_loss,,0.5,1,3,500,0.8658071557815215,0.004853151930098113,"[0.8684586942118027, 0.8736936688994752, 0.8599625062387579, 0.8621635867041628, 0.8647573228534083]",COMPLETE
138,0.866014421771618,2026-08-26 01:04:08.501122,2026-08-26 01:35:56.411311,0 days 00:31:47.910189,False,balanced,log_loss,,0.5,1,3,600,0.866014421771618,0.004508825337387678,"[0.8680574663983366, 0.8730521023010578, 0.8600573615032046, 0.8625058814879362, 0.866399297167555]",COMPLETE
139,0.8614644367785118,2026-08-26 01:35:56.411640,2026-08-26 01:51:37.172354,0 days 00:15:40.760714,False,balanced,log_loss,,0.7,1,3,600,0.8614644367785118,0.005215986849407826,"[0.8663585040074504, 0.8671081512322858, 0.853660750237483, 0.8573050760593692, 0.8628897023559704]",COMPLETE
140,0.7565703328358203,2026-08-26 01:51:37.172723,2026-08-26 02:59:33.400583,0 days 01:07:56.227860,False,balanced,log_loss,,1.0,1,24,600,0.7565703328358203,0.0011465846210255684,"[0.7566991311139163, 0.7556549606834189, 0.7576183977855308, 0.7579538787763278, 0.7549252958199076]",COMPLETE
141,0.8658071557815215,2026-08-26 02:59:33.400894,2026-08-26 03:16:49.696773,0 days 00:17:16.295879,False,balanced,log_loss,,0.5,1,3,500,0.8658071557815215,0.004853151930098113,"[0.8684586942118027, 0.8736936688994752, 0.8599625062387579, 0.8621635867041628, 0.8647573228534083]",COMPLETE
142,0.8656891262546056,2026-08-26 03:16:49.697101,2026-08-26 04:21:57.680412,0 days 01:05:07.983311,False,balanced,log_loss,,0.5,1,3,1000,0.8656891262546056,0.004215935507459319,"[0.8681162947873103, 0.872308284432703, 0.8602542774071923, 0.8626369542582518, 0.8651298203875711]",COMPLETE
143,0.8658071557815215,2026-08-26 04:21:57.680762,2026-08-26 04:52:32.586183,0 days 00:30:34.905421,False,balanced,log_loss,,0.5,1,3,500,0.8658071557815215,0.004853151930098113,"[0.8684586942118027, 0.8736936688994752, 0.8599625062387579, 0.8621635867041628, 0.8647573228534083]",COMPLETE
144,0.8653855158759175,2026-08-26 04:52:32.586514,2026-08-26 05:39:11.730390,0 days 00:46:39.143876,False,balanced,log_loss,,0.5,1,5,900,0.8653855158759175,0.004418728117898739,"[0.8701294485993398, 0.8705062666444543, 0.8591750748590435, 0.8622070095851262, 0.8649097796916232]",COMPLETE
145,0.8656467618722076,2026-08-26 05:39:11.730733,2026-08-26 06:20:55.678778,0 days 00:41:43.948045,False,balanced,log_loss,,0.5,1,5,1000,0.8656467618722076,0.004680260195736175,"[0.8698158706752257, 0.8717027447097584, 0.8589347360740925, 0.8624332328910033, 0.8653472250109583]",COMPLETE
146,0.8082669605927771,2026-08-26 06:20:55.679143,2026-08-26 06:22:11.336524,0 days 00:01:15.657381,False,balanced,log_loss,,0.5,20,5,1000,0.8082669605927771,0.004255686010505569,"[0.8064447487692297, 0.8134739639788676, 0.8010769440318355, 0.8109392386416138, 0.8093999075423387]",COMPLETE
147,0.8514611570629234,2026-08-26 06:22:11.336864,2026-08-26 06:23:05.473440,0 days 00:00:54.136576,True,balanced,log_loss,,0.5,2,5,1000,0.8514611570629234,0.004608481359877971,"[0.8516664506794019, 0.8570541142626733, 0.8452190205272263, 0.8559141991130721, 0.8474520007322429]",COMPLETE
148,0.849128122036397,2026-08-26 06:23:05.473792,2026-08-26 06:23:36.794998,0 days 00:00:31.321206,False,balanced,log_loss,,log2,2,4,900,0.849128122036397,0.002354356499963479,"[0.8500470870695076, 0.8506648573966021, 0.8475593172802931, 0.8519751513903899, 0.845394197045192]",COMPLETE
149,0.8656467618722076,2026-08-26 06:23:36.795351,2026-08-26 06:25:04.445475,0 days 00:01:27.650124,False,balanced_subsample,log_loss,,0.5,1,5,1000,0.8656467618722076,0.004680260195736175,"[0.8698158706752257, 0.8717027447097584, 0.8589347360740925, 0.8624332328910033, 0.8653472250109583]",COMPLETE
150,0.8630638390060762,2026-08-26 06:25:04.445816,2026-08-26 06:26:32.294853,0 days 00:01:27.849037,False,balanced_subsample,log_loss,,0.5,1,7,1000,0.8630638390060762,0.005014257351983067,"[0.8670593218614745, 0.870150069966802, 0.8561051387515745, 0.8598594845021656, 0.8621451799483643]",COMPLETE
151,0.8669187471383136,2026-08-26 06:26:32.295196,2026-08-26 06:27:59.608246,0 days 00:01:27.313050,False,balanced_subsample,log_loss,,0.5,1,4,1000,0.8669187471383136,0.004888679770620613,"[0.8698592935561891, 0.8738979808089535, 0.8601738328929347, 0.8629224058649365, 0.8677402225685543]",COMPLETE
152,0.8656467618722076,2026-08-26 06:27:59.608623,2026-08-26 06:29:26.370008,0 days 00:01:26.761385,False,balanced_subsample,log_loss,,0.5,1,5,1000,0.8656467618722076,0.004680260195736175,"[0.8698158706752257, 0.8717027447097584, 0.8589347360740925, 0.8624332328910033, 0.8653472250109583]",COMPLETE
153,0.8669187471383136,2026-08-26 06:29:26.370374,2026-08-26 06:30:53.372773,0 days 00:01:27.002399,False,balanced_subsample,log_loss,,0.5,1,4,1000,0.8669187471383136,0.004888679770620613,"[0.8698592935561891, 0.8738979808089535, 0.8601738328929347, 0.8629224058649365, 0.8677402225685543]",COMPLETE
154,0.863461991085798,2026-08-26 06:30:53.373109,2026-08-26 06:32:19.339840,0 days 00:01:25.966731,False,balanced_subsample,log_loss,,0.5,2,6,1000,0.863461991085798,0.0050377677231633255,"[0.8670231043556056, 0.8705947206612317, 0.855813176952744, 0.8616250711993504, 0.862253882260058]",COMPLETE
155,0.8640850773574081,2026-08-26 06:32:19.340191,2026-08-26 06:33:46.164563,0 days 00:01:26.824372,False,balanced_subsample,log_loss,,0.5,2,4,1000,0.8640850773574081,0.004949742107072313,"[0.8685829844736564, 0.8710177552303776, 0.857658617621956, 0.8611433988716266, 0.8620226305894239]",COMPLETE
156,0.8656467618722076,2026-08-26 06:33:46.164906,2026-08-26 06:35:13.176196,0 days 00:01:27.011290,False,balanced_subsample,log_loss,,0.5,1,5,1000,0.8656467618722076,0.004680260195736175,"[0.8698158706752257, 0.8717027447097584, 0.8589347360740925, 0.8624332328910033, 0.8653472250109583]",COMPLETE
157,0.8656467618722076,2026-08-26 06:35:13.176537,2026-08-26 06:36:40.935830,0 days 00:01:27.759293,False,balanced_subsample,log_loss,,0.5,1,5,1000,0.8656467618722076,0.004680260195736175,"[0.8698158706752257, 0.8717027447097584, 0.8589347360740925, 0.8624332328910033, 0.8653472250109583]",COMPLETE
158,0.8606455652400606,2026-08-26 06:36:40.936186,2026-08-26 06:37:30.793852,0 days 00:00:49.857666,False,balanced_subsample,log_loss,,0.3,1,4,1000,0.8606455652400606,0.004734263679743466,"[0.8623784545132636, 0.8678089274804694, 0.8562950399108639, 0.8621470044154501, 0.8545983998802563]",COMPLETE
159,0.863050878428972,2026-08-26 06:37:30.794259,2026-08-26 06:38:57.408660,0 days 00:01:26.614401,False,balanced_subsample,log_loss,,0.5,2,7,1000,0.863050878428972,0.005650283688075035,"[0.8670223002281804, 0.8702449252312485, 0.8535673125974909, 0.8628221398068844, 0.8615977142810554]",COMPLETE
160,0.8495464736392074,2026-08-26 06:38:57.409019,2026-08-26 06:39:28.608091,0 days 00:00:31.199072,False,balanced_subsample,log_loss,,sqrt,1,6,900,0.8495464736392074,0.003030913245698821,"[0.8514693025391775, 0.8532241090455733, 0.8476687739253251, 0.850706238313348, 0.8446639443726133]",COMPLETE
161,0.8656467618722076,2026-08-26 06:39:28.608431,2026-08-26 06:40:56.057512,0 days 00:01:27.449081,False,balanced_subsample,log_loss,,0.5,1,5,1000,0.8656467618722076,0.004680260195736175,"[0.8698158706752257, 0.8717027447097584, 0.8589347360740925, 0.8624332328910033, 0.8653472250109583]",COMPLETE
162,0.8669187471383136,2026-08-26 06:40:56.057870,2026-08-26 06:42:23.835480,0 days 00:01:27.777610,False,balanced_subsample,log_loss,,0.5,1,4,1000,0.8669187471383136,0.004888679770620613,"[0.8698592935561891, 0.8738979808089535, 0.8601738328929347, 0.8629224058649365, 0.8677402225685543]",COMPLETE
163,0.8640850773574081,2026-08-26 06:42:23.835841,2026-08-26 06:43:50.756157,0 days 00:01:26.920316,False,balanced_subsample,log_loss,,0.5,2,3,1000,0.8640850773574081,0.004949742107072313,"[0.8685829844736564, 0.8710177552303776, 0.857658617621956, 0.8611433988716266, 0.8620226305894239]",COMPLETE
164,0.8669187471383136,2026-08-26 06:43:50.756509,2026-08-26 06:45:18.522347,0 days 00:01:27.765838,False,balanced_subsample,log_loss,,0.5,1,4,1000,0.8669187471383136,0.004888679770620613,"[0.8698592935561891, 0.8738979808089535, 0.8601738328929347, 0.8629224058649365, 0.8677402225685543]",COMPLETE
165,0.8669187471383136,2026-08-26 06:45:18.522717,2026-08-26 06:46:46.152205,0 days 00:01:27.629488,False,balanced_subsample,log_loss,,0.5,1,4,1000,0.8669187471383136,0.004888679770620613,"[0.8698592935561891, 0.8738979808089535, 0.8601738328929347, 0.8629224058649365, 0.8677402225685543]",COMPLETE
166,0.8649586977053619,2026-08-26 06:46:46.152538,2026-08-26 06:48:13.144295,0 days 00:01:26.991757,False,balanced_subsample,log_loss,24.0,0.5,2,4,1000,0.8649586977053619,0.004818264218386424,"[0.8693784253558907, 0.8711270212450133, 0.8577896903922716, 0.8624565389570571, 0.8640418125765765]",COMPLETE
167,0.8640850773574081,2026-08-26 06:48:13.144632,2026-08-26 06:49:39.752245,0 days 00:01:26.607613,False,balanced_subsample,log_loss,,0.5,2,3,1000,0.8640850773574081,0.004949742107072313,"[0.8685829844736564, 0.8710177552303776, 0.857658617621956, 0.8611433988716266, 0.8620226305894239]",COMPLETE
168,0.8669187471383136,2026-08-26 06:49:39.752599,2026-08-26 06:51:07.265202,0 days 00:01:27.512603,False,balanced_subsample,log_loss,,0.5,1,4,1000,0.8669187471383136,0.004888679770620613,"[0.8698592935561891, 0.8738979808089535, 0.8601738328929347, 0.8629224058649365, 0.8677402225685543]",COMPLETE
169,0.6977076154265285,2026-08-26 06:51:07.265556,2026-08-26 06:51:58.885592,0 days 00:00:51.620036,False,balanced_subsample,log_loss,8.0,0.5,1,4,900,0.6977076154265285,0.006825587968168841,"[0.7031827496630018, 0.687292377778562, 0.7001712606837142, 0.6924131186202257, 0.7054785703871387]",COMPLETE
170,0.8656891262546056,2026-08-26 06:51:58.885924,2026-08-26 06:53:26.528530,0 days 00:01:27.642606,False,balanced_subsample,log_loss,,0.5,1,3,1000,0.8656891262546056,0.004215935507459319,"[0.8681162947873103, 0.872308284432703, 0.8602542774071923, 0.8626369542582518, 0.8651298203875711]",COMPLETE
171,0.8656891262546056,2026-08-26 06:53:26.528902,2026-08-26 06:54:54.193347,0 days 00:01:27.664445,False,balanced_subsample,log_loss,,0.5,1,3,1000,0.8656891262546056,0.004215935507459319,"[0.8681162947873103, 0.872308284432703, 0.8602542774071923, 0.8626369542582518, 0.8651298203875711]",COMPLETE
172,0.8669187471383136,2026-08-26 06:54:54.193707,2026-08-26 06:56:21.854093,0 days 00:01:27.660386,False,balanced_subsample,log_loss,,0.5,1,4,1000,0.8669187471383136,0.004888679770620613,"[0.8698592935561891, 0.8738979808089535, 0.8601738328929347, 0.8629224058649365, 0.8677402225685543]",COMPLETE
173,0.8640850773574081,2026-08-26 06:56:21.854434,2026-08-26 06:57:49.247174,0 days 00:01:27.392740,False,balanced_subsample,log_loss,,0.5,2,4,1000,0.8640850773574081,0.004949742107072313,"[0.8685829844736564, 0.8710177552303776, 0.857658617621956, 0.8611433988716266, 0.8620226305894239]",COMPLETE
