,precision,recall,f1-score,support
thin_cloud,0.5013564839934889,0.506578947368421,0.5039541859830925,1824.0
cloud_affected,0.3418560606060606,0.21578003586371788,0.26456577500916084,1673.0
water,0.5027137042062415,0.6306382978723404,0.5594563986409966,2350.0
accuracy,0.4732341371643578,0.4732341371643578,0.4732341371643578,0.4732341371643578
macro avg,0.4486420829352637,0.4509990937014931,0.44265878654441665,5847.0
weighted avg,0.45626417326538915,0.4732341371643578,0.45776526656915145,5847.0
