number,value,datetime_start,datetime_complete,duration,params_ccp_alpha,params_class_weight,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_splitter,user_attrs_cv_mean,user_attrs_cv_std,user_attrs_fold_scores,state
163,0.7545824084269118,2026-08-25 14:40:01.674763,2026-08-25 14:40:02.496194,0 days 00:00:00.821431,1.494912746111303e-07,,entropy,29,0.8,6,5,best,0.7545824084269118,0.004113252143799267,"[0.7586827251110172, 0.757377213267314, 0.7468668767244183, 0.7552214356129628, 0.7547637914188471]",COMPLETE
164,0.6400292915198513,2026-08-25 14:40:02.496534,2026-08-25 14:40:03.346587,0 days 00:00:00.850053,0.002542225810172504,,entropy,28,0.8,3,2,best,0.6400292915198513,0.00975904171263993,"[0.6477336052049578, 0.6412650377728987, 0.6380103331539108, 0.6226532108980728, 0.6504842705694163]",COMPLETE
165,0.7613865974175936,2026-08-25 14:40:03.346890,2026-08-25 14:40:04.185777,0 days 00:00:00.838887,1.2594021973787354e-07,,entropy,29,0.8,3,6,best,0.7613865974175936,0.006161093370963214,"[0.7591350040471742, 0.7560336850324952, 0.7600433185486449, 0.758302838277236, 0.7734181411824176]",COMPLETE
166,0.7587365164013292,2026-08-25 14:40:04.186129,2026-08-25 14:40:05.006639,0 days 00:00:00.820510,1.9203984307215554e-08,,entropy,28,0.8,5,4,best,0.7587365164013292,0.004312965315784881,"[0.7655305789492338, 0.7609106225514282, 0.7526567212731371, 0.7565898106206315, 0.7579948486122153]",COMPLETE
167,0.7437042066245418,2026-08-25 14:40:05.006953,2026-08-25 14:40:05.800977,0 days 00:00:00.794024,8.808827773947412e-09,,entropy,29,0.8,8,2,best,0.7437042066245418,0.007049034201053583,"[0.7560434934202617, 0.7372770754530359, 0.7389960457143552, 0.7391030330196346, 0.747101385515422]",COMPLETE
168,0.7281629678869368,2026-08-25 14:40:05.801302,2026-08-25 14:40:06.191020,0 days 00:00:00.389718,1.9339724870843643e-07,,entropy,27,0.4,6,6,best,0.7281629678869368,0.012032158629252374,"[0.742571641051267, 0.7420395727037219, 0.7128340995888532, 0.7201378785050506, 0.7232316475857908]",COMPLETE
169,0.7613865974175936,2026-08-25 14:40:06.191333,2026-08-25 14:40:07.028135,0 days 00:00:00.836802,5.959839851318864e-08,,entropy,29,0.8,3,3,best,0.7613865974175936,0.006161093370963214,"[0.7591350040471742, 0.7560336850324952, 0.7600433185486449, 0.758302838277236, 0.7734181411824176]",COMPLETE
170,0.7562385633051243,2026-08-25 14:40:07.028495,2026-08-25 14:40:07.887970,0 days 00:00:00.859475,2.4149040987196104e-08,,entropy,28,0.8,2,6,best,0.7562385633051243,0.005798046879120624,"[0.7603967117491214, 0.7646541632673939, 0.7545415959579191, 0.747804981999176, 0.7537953635520108]",COMPLETE
171,0.7606291255245051,2026-08-25 14:40:07.888318,2026-08-25 14:40:08.728309,0 days 00:00:00.839991,6.067985296680702e-07,,entropy,28,0.8,4,4,best,0.7606291255245051,0.0046125095224386885,"[0.7676300066320012, 0.7578072625811583, 0.7553214407017464, 0.7579846809454983, 0.7644022367621215]",COMPLETE
172,0.5324270316347541,2026-08-25 14:40:08.728643,2026-08-25 14:40:08.909747,0 days 00:00:00.181104,3.5448215668756054e-07,,entropy,2,0.8,3,2,best,0.5324270316347541,0.006463488800812802,"[0.5311635468459129, 0.5441748785399944, 0.5324906332090592, 0.5245414102181645, 0.5297646893606399]",COMPLETE
173,0.769275366938044,2026-08-25 14:40:08.910102,2026-08-25 14:40:09.761202,0 days 00:00:00.851100,8.943672495825083e-07,,entropy,29,0.8,1,5,best,0.769275366938044,0.003507487073009049,"[0.7735515374480645, 0.7688667326744082, 0.7640633739495902, 0.7672097988623805, 0.7726853917557763]",COMPLETE
174,0.715697381963568,2026-08-25 14:40:09.761630,2026-08-25 14:40:09.996392,0 days 00:00:00.234762,3.2253512816025715e-06,,entropy,30,log2,2,11,best,0.715697381963568,0.008874136246698012,"[0.7071450470797771, 0.7058327111217718, 0.7273558685331452, 0.7247572316587712, 0.7133960514243748]",COMPLETE
175,0.7047353063805969,2026-08-25 14:40:09.996753,2026-08-25 14:40:10.769600,0 days 00:00:00.772847,1.7094411369645501e-06,,entropy,29,0.8,1,78,best,0.7047353063805969,0.00799888913999088,"[0.705158725252483, 0.7173518561566695, 0.7056780327105298, 0.7033075868995522, 0.6921803308837499]",COMPLETE
176,0.7592178289520035,2026-08-25 14:40:10.769932,2026-08-25 14:40:11.602902,0 days 00:00:00.832970,8.097314760794559e-08,,entropy,30,0.8,5,5,best,0.7592178289520035,0.005105727377137982,"[0.7679371417026056, 0.7609106225514282, 0.7526567212731371, 0.7565898106206315, 0.7579948486122153]",COMPLETE
177,0.7569145514284064,2026-08-25 14:40:11.603243,2026-08-25 14:40:12.459050,0 days 00:00:00.855807,6.9295440133496186e-06,,entropy,29,0.8,1,7,best,0.7569145514284064,0.0055101677818214885,"[0.7617166343430135, 0.7653004812527895, 0.7524535947518762, 0.7530227422500652, 0.7520793045442878]",COMPLETE
178,0.7146746790325427,2026-08-25 14:40:12.459383,2026-08-25 14:40:12.548149,0 days 00:00:00.088766,1.1159722579702797e-08,,entropy,29,0.8,4,4,random,0.7146746790325427,0.012720993831693915,"[0.7116544030501735, 0.7396410194528698, 0.7085952799223999, 0.7093722750529398, 0.7041104176843307]",COMPLETE
179,0.7576025489082956,2026-08-25 14:40:12.548465,2026-08-25 14:40:13.397305,0 days 00:00:00.848840,3.3557433147939614e-08,,entropy,27,0.8,2,10,best,0.7576025489082956,0.0039913332044121085,"[0.7571878839992131, 0.7607739526608688, 0.7521988868225765, 0.7546410782234806, 0.763210942835339]",COMPLETE
180,0.7547347040645386,2026-08-25 14:40:13.397647,2026-08-25 14:40:14.232161,0 days 00:00:00.834514,9.248787049789556e-07,,entropy,30,0.8,6,2,best,0.7547347040645386,0.004131206448515086,"[0.7586827251110172, 0.757377213267314, 0.7468668767244183, 0.7552214356129628, 0.7555252696069807]",COMPLETE
181,0.7616156065539578,2026-08-25 14:40:14.232501,2026-08-25 14:40:15.069322,0 days 00:00:00.836821,7.301635658166423e-09,,entropy,28,0.8,3,4,best,0.7616156065539578,0.006094061154720539,"[0.760280049728995, 0.7560336850324952, 0.7600433185486449, 0.758302838277236, 0.7734181411824176]",COMPLETE
182,0.7657154866211403,2026-08-25 14:40:15.069661,2026-08-25 14:40:15.928412,0 days 00:00:00.858751,5.791889482979249e-07,,entropy,28,0.8,1,6,best,0.7657154866211403,0.008777172462284542,"[0.7626333812136371, 0.7736163858239152, 0.7739299221421888, 0.7681671693507987, 0.7502305745751617]",COMPLETE
183,0.7708835030211445,2026-08-25 14:40:15.928763,2026-08-25 14:40:16.783713,0 days 00:00:00.854950,2.0839374191032964e-08,,entropy,29,0.8,1,6,best,0.7708835030211445,0.005258949259036641,"[0.7695410581986492, 0.7791133154218223, 0.7739299221421888, 0.7681671693507987, 0.763666049992264]",COMPLETE
184,0.7569145514284064,2026-08-25 14:40:16.784039,2026-08-25 14:40:17.630828,0 days 00:00:00.846789,1.9021316226200873e-08,,entropy,29,0.8,1,7,best,0.7569145514284064,0.0055101677818214885,"[0.7617166343430135, 0.7653004812527895, 0.7524535947518762, 0.7530227422500652, 0.7520793045442878]",COMPLETE
185,0.7705663761229469,2026-08-25 14:40:17.631164,2026-08-25 14:40:18.486439,0 days 00:00:00.855275,1.2809043488523198e-08,,entropy,30,0.8,1,6,best,0.7705663761229469,0.0034549740639010494,"[0.7695410581986492, 0.7751554539441078, 0.7739299221421888, 0.7681671693507987, 0.7660382769789895]",COMPLETE
186,0.7177600053212176,2026-08-25 14:40:18.486815,2026-08-25 14:40:18.719578,0 days 00:00:00.232763,1.467723794815493e-08,,entropy,30,sqrt,1,8,best,0.7177600053212176,0.009199955101765108,"[0.7158059639221749, 0.7310057492069898, 0.723706039299249, 0.7146184886940229, 0.7036637854836519]",COMPLETE
187,0.7705663761229469,2026-08-25 14:40:18.719905,2026-08-25 14:40:19.578191,0 days 00:00:00.858286,9.358319637937993e-09,,entropy,30,0.8,1,6,best,0.7705663761229469,0.0034549740639010494,"[0.7695410581986492, 0.7751554539441078, 0.7739299221421888, 0.7681671693507987, 0.7660382769789895]",COMPLETE
188,0.7705663761229469,2026-08-25 14:40:19.578546,2026-08-25 14:40:20.438157,0 days 00:00:00.859611,8.915852119771353e-09,,entropy,30,0.8,1,6,best,0.7705663761229469,0.0034549740639010494,"[0.7695410581986492, 0.7751554539441078, 0.7739299221421888, 0.7681671693507987, 0.7660382769789895]",COMPLETE
189,0.6493537862912571,2026-08-25 14:40:20.438477,2026-08-25 14:40:21.042304,0 days 00:00:00.603827,1.113117058321882e-08,,entropy,30,0.8,80,10,best,0.6493537862912571,0.009198637075917894,"[0.6553055572560997, 0.6492285439013693, 0.6479323759729594, 0.6608609393458585, 0.6334415149799986]",COMPLETE
190,0.657335813951143,2026-08-25 14:40:21.042631,2026-08-25 14:40:21.657611,0 days 00:00:00.614980,6.356632168611763e-09,,entropy,30,0.8,68,8,best,0.657335813951143,0.003440504709164948,"[0.6593038891130459, 0.6631220132150558, 0.6537312762219675, 0.6549224991982351, 0.6555993920074111]",COMPLETE
191,0.7705663761229469,2026-08-25 14:40:21.657924,2026-08-25 14:40:22.516509,0 days 00:00:00.858585,8.941658076876161e-09,,entropy,30,0.8,1,6,best,0.7705663761229469,0.0034549740639010494,"[0.7695410581986492, 0.7751554539441078, 0.7739299221421888, 0.7681671693507987, 0.7660382769789895]",COMPLETE
192,0.7705663761229469,2026-08-25 14:40:22.516814,2026-08-25 14:40:23.377483,0 days 00:00:00.860669,9.596475742302273e-09,,entropy,30,0.8,1,6,best,0.7705663761229469,0.0034549740639010494,"[0.7695410581986492, 0.7751554539441078, 0.7739299221421888, 0.7681671693507987, 0.7660382769789895]",COMPLETE
193,0.7705663761229469,2026-08-25 14:40:23.377813,2026-08-25 14:40:24.239388,0 days 00:00:00.861575,8.442713139626748e-09,,entropy,30,0.8,1,6,best,0.7705663761229469,0.0034549740639010494,"[0.7695410581986492, 0.7751554539441078, 0.7739299221421888, 0.7681671693507987, 0.7660382769789895]",COMPLETE
194,0.7708835030211445,2026-08-25 14:40:24.239719,2026-08-25 14:40:25.104539,0 days 00:00:00.864820,2.5351921374537682e-05,,entropy,29,0.8,1,6,best,0.7708835030211445,0.005258949259036641,"[0.7695410581986492, 0.7791133154218223, 0.7739299221421888, 0.7681671693507987, 0.763666049992264]",COMPLETE
195,0.7580052854660925,2026-08-25 14:40:25.104918,2026-08-25 14:40:25.951472,0 days 00:00:00.846554,8.020685709286223e-09,,entropy,29,0.8,4,11,best,0.7580052854660925,0.005364405192655337,"[0.7670642821854189, 0.7599527161575613, 0.7518044415175721, 0.7576061186519182, 0.7535988688179921]",COMPLETE
196,0.7384735375045579,2026-08-25 14:40:25.951819,2026-08-25 14:40:26.371863,0 days 00:00:00.420044,3.243987733197897e-05,,entropy,30,0.4,2,6,best,0.7384735375045579,0.011198912016195743,"[0.7387468834653511, 0.7542104323797553, 0.7198062020830832, 0.7435003334266667, 0.7361038361679336]",COMPLETE
197,0.7592120265258486,2026-08-25 14:40:26.372183,2026-08-25 14:40:27.215166,0 days 00:00:00.842983,6.361454230686871e-05,,entropy,29,0.8,5,9,best,0.7592120265258486,0.0050118321629156375,"[0.7678204796824794, 0.7609106225514282, 0.7529630938221565, 0.756371087960964, 0.7579948486122153]",COMPLETE
198,0.7708835030211445,2026-08-25 14:40:27.215511,2026-08-25 14:40:28.090995,0 days 00:00:00.875484,1.3895508647385769e-08,,entropy,29,0.8,1,6,best,0.7708835030211445,0.005258949259036641,"[0.7695410581986492, 0.7791133154218223, 0.7739299221421888, 0.7681671693507987, 0.763666049992264]",COMPLETE
199,0.7631383315499163,2026-08-25 14:40:28.091326,2026-08-25 14:40:28.945244,0 days 00:00:00.853918,1.5022027818498858e-08,,entropy,29,0.8,3,7,best,0.7631383315499163,0.0057236287499534185,"[0.7617602894602137, 0.7660321101228348, 0.7543987252841943, 0.761697850637356, 0.7718026822449825]",COMPLETE
