number,value,datetime_start,datetime_complete,duration,params_ccp_alpha,params_class_weight,params_criterion,params_max_depth,params_max_features,params_min_samples_leaf,params_min_samples_split,params_splitter,user_attrs_cv_mean,user_attrs_cv_std,user_attrs_fold_scores,state
76,0.7430205507461541,2026-08-25 14:38:49.380394,2026-08-25 14:38:50.361920,0 days 00:00:00.981526,1.3351786846483386e-09,balanced,gini,21,,4,17,best,0.7430205507461541,0.0026442407880932564,"[0.740383502908451, 0.7446619570549781, 0.7468443490529942, 0.7434355625526453, 0.7397773821617019]",COMPLETE
77,0.7439246944134172,2026-08-25 14:38:50.362296,2026-08-25 14:38:51.358717,0 days 00:00:00.996421,1.3226819802407428e-09,balanced,gini,21,,3,17,best,0.7439246944134172,0.003692345579856623,"[0.738619078644685, 0.7446483504322142, 0.7460443058083376, 0.7491539625436899, 0.7411577746381598]",COMPLETE
78,0.7430205507461541,2026-08-25 14:38:51.359035,2026-08-25 14:38:52.349611,0 days 00:00:00.990576,1.2353553916601299e-09,balanced,gini,21,,4,17,best,0.7430205507461541,0.0026442407880932564,"[0.740383502908451, 0.7446619570549781, 0.7468443490529942, 0.7434355625526453, 0.7397773821617019]",COMPLETE
79,0.7444605989053068,2026-08-25 14:38:52.349950,2026-08-25 14:38:53.251034,0 days 00:00:00.901084,1.1710165646190114e-09,,gini,22,,7,20,best,0.7444605989053068,0.009649660932585666,"[0.7451763467026847, 0.746197102122652, 0.737699347500597, 0.7608813841720682, 0.732348814028532]",COMPLETE
80,0.7396625377689445,2026-08-25 14:38:53.251361,2026-08-25 14:38:54.135961,0 days 00:00:00.884600,1.0002920150572414e-09,,gini,21,,6,28,best,0.7396625377689445,0.009927305959461265,"[0.7443740817061486, 0.7459789929600135, 0.735190301241051, 0.7503340445272523, 0.7224352684102575]",COMPLETE
81,0.7479591826636846,2026-08-25 14:38:54.136306,2026-08-25 14:38:55.032903,0 days 00:00:00.896597,1.3555597062825223e-09,,gini,22,,4,20,best,0.7479591826636846,0.007545422070747948,"[0.7537089844178352, 0.7468024512152005, 0.7365323044327002, 0.7583167174257338, 0.7444354558269528]",COMPLETE
82,0.7478721545209884,2026-08-25 14:38:55.033254,2026-08-25 14:38:55.931219,0 days 00:00:00.897965,1.476117094448306e-09,,gini,25,,4,20,best,0.7478721545209884,0.0070613077934323885,"[0.7526950115063297, 0.7467156054532736, 0.7364814855462459, 0.7574410226596383, 0.7460276474394547]",COMPLETE
83,0.7425949853244064,2026-08-25 14:38:55.931543,2026-08-25 14:38:56.809744,0 days 00:00:00.878201,1.6006297860045054e-09,,gini,22,,9,17,best,0.7425949853244064,0.0068253001187451555,"[0.7467228108283681, 0.7482260427034843, 0.7381503994426959, 0.7486067651885405, 0.7312689084589432]",COMPLETE
84,0.7386112926670669,2026-08-25 14:38:56.810069,2026-08-25 14:38:57.664631,0 days 00:00:00.854562,4.334534381970216e-09,,gini,25,,12,20,best,0.7386112926670669,0.004937636369171661,"[0.7447755001500109, 0.7387667007053881, 0.7319746909826811, 0.7432298831124009, 0.734309688384854]",COMPLETE
85,0.746808815358744,2026-08-25 14:38:57.664963,2026-08-25 14:38:58.572308,0 days 00:00:00.907345,1.4942872299407458e-09,,gini,24,,4,20,best,0.746808815358744,0.007503775518198733,"[0.7526950115063297, 0.7457162339223534, 0.7364814855462459, 0.7574410226596383, 0.7417103231591526]",COMPLETE
86,0.7118595710911488,2026-08-25 14:38:58.572639,2026-08-25 14:38:58.666732,0 days 00:00:00.094093,2.7169677770244386e-09,,gini,24,,4,12,random,0.7118595710911488,0.00820925790805038,"[0.7002691758686077, 0.721939012022811, 0.712972526758819, 0.7191193534444785, 0.7049977873610279]",COMPLETE
87,0.7459956106427037,2026-08-25 14:38:58.667070,2026-08-25 14:38:59.574457,0 days 00:00:00.907387,1.496269678189131e-09,,gini,24,,6,16,best,0.7459956106427037,0.0064626429348497464,"[0.7510976868883518, 0.7475752812143294, 0.7410480200449253, 0.7539126069225977, 0.7363444581433143]",COMPLETE
88,0.7429462432370009,2026-08-25 14:38:59.574786,2026-08-25 14:39:00.460864,0 days 00:00:00.886078,4.3651216078594595e-09,,gini,26,,8,16,best,0.7429462432370009,0.006624271111616732,"[0.7459943984680238, 0.7462857467698254, 0.7371456214219281, 0.751739577490916, 0.7335658720343105]",COMPLETE
89,0.740421098486366,2026-08-25 14:39:00.461201,2026-08-25 14:39:01.326759,0 days 00:00:00.865558,2.3540796882198766e-09,,gini,24,,11,10,best,0.740421098486366,0.006208846814550385,"[0.7441783927962189, 0.7382848377472682, 0.7352847752447053, 0.7505902704179674, 0.7337672162256701]",COMPLETE
90,0.7438618777617046,2026-08-25 14:39:01.327084,2026-08-25 14:39:02.222554,0 days 00:00:00.895470,8.823164406705755e-09,,gini,23,,6,22,best,0.7438618777617046,0.009348350655962902,"[0.7486478918844126, 0.7457820770560257, 0.7367580002312256, 0.7574737829018048, 0.7306476367350543]",COMPLETE
91,0.7438618777617046,2026-08-25 14:39:02.222868,2026-08-25 14:39:03.112494,0 days 00:00:00.889626,7.343292054230753e-09,,gini,23,,6,22,best,0.7438618777617046,0.009348350655962902,"[0.7486478918844126, 0.7457820770560257, 0.7367580002312256, 0.7574737829018048, 0.7306476367350543]",COMPLETE
92,0.7421982105268292,2026-08-25 14:39:03.112830,2026-08-25 14:39:03.992633,0 days 00:00:00.879803,8.541189560569466e-09,,gini,22,,7,22,best,0.7421982105268292,0.008034685390817252,"[0.745585161152038, 0.7430105039950564, 0.7345923897598338, 0.7550145249945701, 0.7327884727326476]",COMPLETE
93,0.735891880974965,2026-08-25 14:39:03.992965,2026-08-25 14:39:04.836772,0 days 00:00:00.843807,3.9095994403304634e-09,,gini,24,,13,26,best,0.735891880974965,0.005630238969859451,"[0.7360679855227894, 0.7399920002710704, 0.7297422426197956, 0.7439729241118872, 0.7296842523492826]",COMPLETE
94,0.7438618777617046,2026-08-25 14:39:04.837133,2026-08-25 14:39:05.732012,0 days 00:00:00.894879,1.0647818321949094e-08,,gini,23,,6,22,best,0.7438618777617046,0.009348350655962902,"[0.7486478918844126, 0.7457820770560257, 0.7367580002312256, 0.7574737829018048, 0.7306476367350543]",COMPLETE
95,0.7439612634881698,2026-08-25 14:39:05.732329,2026-08-25 14:39:06.626600,0 days 00:00:00.894271,1.5037325609733708e-08,,gini,26,,6,22,best,0.7439612634881698,0.008675672328847663,"[0.7486478918844126, 0.74391502026153, 0.7367580002312256, 0.7574737829018048, 0.733011622161876]",COMPLETE
96,0.7429033726102043,2026-08-25 14:39:06.626923,2026-08-25 14:39:07.509397,0 days 00:00:00.882474,6.997156448230039e-09,,gini,26,,9,14,best,0.7429033726102043,0.00586953656993677,"[0.7456726204109939, 0.7482042359478044, 0.7381503994426959, 0.7486067651885405, 0.7338828420609872]",COMPLETE
97,0.7299927621447254,2026-08-25 14:39:07.509714,2026-08-25 14:39:08.346519,0 days 00:00:00.836805,1.3441702353159824e-08,,gini,27,,15,30,best,0.7299927621447254,0.004529445775453168,"[0.7293589817211714, 0.7326342244959405, 0.7218863942511101, 0.7353755798440199, 0.7307086304113853]",COMPLETE
98,0.7382382632793489,2026-08-25 14:39:08.346831,2026-08-25 14:39:09.214661,0 days 00:00:00.867830,5.558649926390233e-09,,gini,25,,10,24,best,0.7382382632793489,0.007925469949884653,"[0.7420119365915615, 0.7407060018812256, 0.7298587140095258, 0.7498247547384095, 0.7287899091760223]",COMPLETE
99,0.6938208108228708,2026-08-25 14:39:09.214970,2026-08-25 14:39:09.295455,0 days 00:00:00.080485,2.270320528994306e-09,,gini,23,,6,28,random,0.6938208108228708,0.006513255946794399,"[0.7003538414844955, 0.6936895291637395, 0.6962406880985098, 0.6973045666878047, 0.6815154286798045]",COMPLETE
100,0.7541160594617164,2026-08-25 14:39:09.295800,2026-08-25 14:39:10.223589,0 days 00:00:00.927789,3.1062599518358446e-09,,gini,26,,3,12,best,0.7541160594617164,0.007932772380989864,"[0.7600233106782118, 0.7490693181987081, 0.7416245892429361, 0.7638432353493617, 0.7560198438393644]",COMPLETE
101,0.7542528318764158,2026-08-25 14:39:10.223908,2026-08-25 14:39:11.152140,0 days 00:00:00.928232,3.102951339574912e-09,,gini,27,,3,12,best,0.7542528318764158,0.007970224262533758,"[0.7600233106782118, 0.7490693181987081, 0.7416245892429361, 0.7638432353493617, 0.756703705912861]",COMPLETE
102,0.7546948739868811,2026-08-25 14:39:11.152470,2026-08-25 14:39:12.082913,0 days 00:00:00.930443,3.0413576329822453e-09,,gini,28,,3,12,best,0.7546948739868811,0.0081530889096029,"[0.7600233106782118, 0.7490693181987081, 0.7416245892429361, 0.7638432353493617, 0.7589139164651874]",COMPLETE
103,0.7430892607548111,2026-08-25 14:39:12.083235,2026-08-25 14:39:12.967334,0 days 00:00:00.884099,3.274182114414154e-09,,gini,27,,8,9,best,0.7430892607548111,0.006424925601958932,"[0.7459943984680238, 0.7462857467698254, 0.7371456214219281, 0.751739577490916, 0.7342809596233617]",COMPLETE
104,0.7493078728815383,2026-08-25 14:39:12.967638,2026-08-25 14:39:13.899658,0 days 00:00:00.932020,1.814559814345784e-09,,gini,29,,3,15,best,0.7493078728815383,0.0062201521952674615,"[0.754706324827272, 0.7462767425094842, 0.7400484994894495, 0.7575306260788937, 0.7479771715025922]",COMPLETE
105,0.752330626640126,2026-08-25 14:39:13.899983,2026-08-25 14:39:14.829041,0 days 00:00:00.929058,1.8060263680046172e-09,,gini,28,,3,13,best,0.752330626640126,0.007993113855754732,"[0.75833956316494, 0.7487927619078881, 0.7382266644611638, 0.7596033894525233, 0.756690754214114]",COMPLETE
106,0.7546948739868811,2026-08-25 14:39:14.829401,2026-08-25 14:39:15.769911,0 days 00:00:00.940510,1.8254746874649879e-09,,gini,28,,3,12,best,0.7546948739868811,0.0081530889096029,"[0.7600233106782118, 0.7490693181987081, 0.7416245892429361, 0.7638432353493617, 0.7589139164651874]",COMPLETE
107,0.7525853302713053,2026-08-25 14:39:15.770281,2026-08-25 14:39:16.703415,0 days 00:00:00.933134,1.7959593327487015e-09,,gini,28,,3,8,best,0.7525853302713053,0.009272260689060612,"[0.7589074677575615, 0.7499232062091238, 0.736038020240034, 0.7626319695768338, 0.7554259875729733]",COMPLETE
108,0.7544717106867548,2026-08-25 14:39:16.703752,2026-08-25 14:39:17.637042,0 days 00:00:00.933290,1.989341798514093e-09,,gini,29,,3,7,best,0.7544717106867548,0.009092443747671184,"[0.7604609466279432, 0.7510972640217188, 0.7380933699389688, 0.7626059058534516, 0.7601010669916913]",COMPLETE
109,0.7522645652163116,2026-08-25 14:39:17.637367,2026-08-25 14:39:18.569476,0 days 00:00:00.932109,2.624193006868285e-09,,gini,29,,3,8,best,0.7522645652163116,0.009195869288802637,"[0.7589074677575615, 0.7499232062091238, 0.736038020240034, 0.7626319695768338, 0.7538221622980047]",COMPLETE
110,0.7544717106867548,2026-08-25 14:39:18.569815,2026-08-25 14:39:19.503325,0 days 00:00:00.933510,3.0995319068904974e-09,,gini,29,,3,7,best,0.7544717106867548,0.009092443747671184,"[0.7604609466279432, 0.7510972640217188, 0.7380933699389688, 0.7626059058534516, 0.7601010669916913]",COMPLETE
111,0.7566280646192676,2026-08-25 14:39:19.503699,2026-08-25 14:39:20.452242,0 days 00:00:00.948543,2.8002112214875245e-09,,gini,29,,2,6,best,0.7566280646192676,0.006595780948055762,"[0.7616520182033995, 0.7589032882617718, 0.7436611164596553, 0.7582575163834829, 0.760666383788028]",COMPLETE
112,0.757245439302429,2026-08-25 14:39:20.452564,2026-08-25 14:39:21.405691,0 days 00:00:00.953127,2.8436529777225987e-09,,gini,29,,2,5,best,0.757245439302429,0.006349822130453883,"[0.7602878686011185, 0.7614643387959896, 0.7450617158040417, 0.7570620560307993, 0.762351217280196]",COMPLETE
113,0.7550436677480257,2026-08-25 14:39:21.406006,2026-08-25 14:39:22.342474,0 days 00:00:00.936468,2.7530863272099045e-09,,gini,28,,3,5,best,0.7550436677480257,0.009209552362824341,"[0.7609728164746589, 0.7549770517616112, 0.738034732180391, 0.764946707159071, 0.7562870311643963]",COMPLETE
114,0.757281996703483,2026-08-25 14:39:22.342795,2026-08-25 14:39:23.293863,0 days 00:00:00.951068,4.33459793468261e-09,,gini,28,,2,5,best,0.757281996703483,0.0063795685441212,"[0.7602878686011185, 0.7614643387959896, 0.7450617158040417, 0.7570620560307993, 0.7625340042854658]",COMPLETE
115,0.757245439302429,2026-08-25 14:39:23.294176,2026-08-25 14:39:24.255974,0 days 00:00:00.961798,5.084039475076468e-09,,gini,29,,2,5,best,0.757245439302429,0.006349822130453883,"[0.7602878686011185, 0.7614643387959896, 0.7450617158040417, 0.7570620560307993, 0.762351217280196]",COMPLETE
116,0.7156308707909114,2026-08-25 14:39:24.256297,2026-08-25 14:39:24.454650,0 days 00:00:00.198353,3.800905602712544e-09,,gini,29,sqrt,2,6,best,0.7156308707909114,0.010999112668665585,"[0.729900518801531, 0.7262318670854193, 0.7141704224485773, 0.7064503394889696, 0.7014012061300597]",COMPLETE
117,0.7554959171951465,2026-08-25 14:39:24.454964,2026-08-25 14:39:25.433052,0 days 00:00:00.978088,4.863051454107193e-09,,gini,30,,1,4,best,0.7554959171951465,0.005404195796517513,"[0.7621379116327534, 0.7509643923661568, 0.7475383011868758, 0.7591114588212614, 0.7577275219686853]",COMPLETE
118,0.7554959171951465,2026-08-25 14:39:25.433365,2026-08-25 14:39:26.408789,0 days 00:00:00.975424,5.388091253030108e-09,,gini,30,,1,4,best,0.7554959171951465,0.005404195796517513,"[0.7621379116327534, 0.7509643923661568, 0.7475383011868758, 0.7591114588212614, 0.7577275219686853]",COMPLETE
119,0.7668521574854992,2026-08-25 14:39:26.409130,2026-08-25 14:39:27.269421,0 days 00:00:00.860291,4.635381996861723e-09,,entropy,30,0.8,1,3,best,0.7668521574854992,0.007129467804094331,"[0.7546118508236176, 0.7707065762233762, 0.7678841426701123, 0.7649901572985912, 0.776068060411799]",COMPLETE
120,0.7200044524170026,2026-08-25 14:39:27.269776,2026-08-25 14:39:27.366031,0 days 00:00:00.096255,5.7487396028769205e-09,,gini,30,0.8,1,4,random,0.7200044524170026,0.0067844644425263745,"[0.7117650965233713, 0.7213294834344728, 0.731218070618988, 0.7214265631219493, 0.7142830483862314]",COMPLETE
121,0.7692328267551313,2026-08-25 14:39:27.366346,2026-08-25 14:39:28.214877,0 days 00:00:00.848531,4.274627024084361e-09,,entropy,30,0.8,1,4,best,0.7692328267551313,0.008107948133331428,"[0.77033028846361, 0.7811998990034109, 0.7665127460868965, 0.7562064235625, 0.7719147766592388]",COMPLETE
122,0.7692328267551313,2026-08-25 14:39:28.215195,2026-08-25 14:39:29.063731,0 days 00:00:00.848536,5.017270757218112e-09,,entropy,30,0.8,1,4,best,0.7692328267551313,0.008107948133331428,"[0.77033028846361, 0.7811998990034109, 0.7665127460868965, 0.7562064235625, 0.7719147766592388]",COMPLETE
123,0.7692328267551313,2026-08-25 14:39:29.064046,2026-08-25 14:39:29.911957,0 days 00:00:00.847911,4.987012624057822e-09,,entropy,30,0.8,1,4,best,0.7692328267551313,0.008107948133331428,"[0.77033028846361, 0.7811998990034109, 0.7665127460868965, 0.7562064235625, 0.7719147766592388]",COMPLETE
124,0.7692328267551313,2026-08-25 14:39:29.912275,2026-08-25 14:39:30.761866,0 days 00:00:00.849591,4.987966164780315e-09,,entropy,30,0.8,1,4,best,0.7692328267551313,0.008107948133331428,"[0.77033028846361, 0.7811998990034109, 0.7665127460868965, 0.7562064235625, 0.7719147766592388]",COMPLETE
125,0.7692328267551313,2026-08-25 14:39:30.762220,2026-08-25 14:39:31.625218,0 days 00:00:00.862998,1.888916179627502e-08,,entropy,30,0.8,1,4,best,0.7692328267551313,0.008107948133331428,"[0.77033028846361, 0.7811998990034109, 0.7665127460868965, 0.7562064235625, 0.7719147766592388]",COMPLETE
126,0.7692328267551313,2026-08-25 14:39:31.625541,2026-08-25 14:39:32.475588,0 days 00:00:00.850047,2.2162902486492364e-08,,entropy,30,0.8,1,4,best,0.7692328267551313,0.008107948133331428,"[0.77033028846361, 0.7811998990034109, 0.7665127460868965, 0.7562064235625, 0.7719147766592388]",COMPLETE
127,0.7692328267551313,2026-08-25 14:39:32.475905,2026-08-25 14:39:33.324312,0 days 00:00:00.848407,2.058048785065612e-08,,entropy,30,0.8,1,4,best,0.7692328267551313,0.008107948133331428,"[0.77033028846361, 0.7811998990034109, 0.7665127460868965, 0.7562064235625, 0.7719147766592388]",COMPLETE
128,0.7675288484360848,2026-08-25 14:39:33.324644,2026-08-25 14:39:34.177985,0 days 00:00:00.853341,2.335058705622512e-08,,entropy,30,0.8,1,2,best,0.7675288484360848,0.0015310035414409222,"[0.7651485964846158, 0.769514891150891, 0.766678046847438, 0.7687040766007606, 0.7675986310967188]",COMPLETE
129,0.7675288484360848,2026-08-25 14:39:34.178317,2026-08-25 14:39:35.030387,0 days 00:00:00.852070,1.0205245228676585e-08,,entropy,30,0.8,1,2,best,0.7675288484360848,0.0015310035414409222,"[0.7651485964846158, 0.769514891150891, 0.766678046847438, 0.7687040766007606, 0.7675986310967188]",COMPLETE
130,0.7668521574854992,2026-08-25 14:39:35.030709,2026-08-25 14:39:35.891606,0 days 00:00:00.860897,2.1739861903258124e-08,,entropy,30,0.8,1,3,best,0.7668521574854992,0.007129467804094331,"[0.7546118508236176, 0.7707065762233762, 0.7678841426701123, 0.7649901572985912, 0.776068060411799]",COMPLETE
131,0.7592178289520035,2026-08-25 14:39:35.891934,2026-08-25 14:39:36.712400,0 days 00:00:00.820466,5.23361735032437e-08,,entropy,30,0.8,5,2,best,0.7592178289520035,0.005105727377137982,"[0.7679371417026056, 0.7609106225514282, 0.7526567212731371, 0.7565898106206315, 0.7579948486122153]",COMPLETE
132,0.7592178289520035,2026-08-25 14:39:36.712727,2026-08-25 14:39:37.534923,0 days 00:00:00.822196,2.3504882393679334e-08,,entropy,30,0.8,5,2,best,0.7592178289520035,0.005105727377137982,"[0.7679371417026056, 0.7609106225514282, 0.7526567212731371, 0.7565898106206315, 0.7579948486122153]",COMPLETE
133,0.7592178289520035,2026-08-25 14:39:37.535257,2026-08-25 14:39:38.368868,0 days 00:00:00.833611,6.254056964804372e-08,,entropy,30,0.8,5,2,best,0.7592178289520035,0.005105727377137982,"[0.7679371417026056, 0.7609106225514282, 0.7526567212731371, 0.7565898106206315, 0.7579948486122153]",COMPLETE
134,0.7592178289520035,2026-08-25 14:39:38.369180,2026-08-25 14:39:39.191553,0 days 00:00:00.822373,5.7339041702674477e-08,,entropy,30,0.8,5,2,best,0.7592178289520035,0.005105727377137982,"[0.7679371417026056, 0.7609106225514282, 0.7526567212731371, 0.7565898106206315, 0.7579948486122153]",COMPLETE
135,0.7437042066245418,2026-08-25 14:39:39.191889,2026-08-25 14:39:39.981723,0 days 00:00:00.789834,2.380880879626718e-08,,entropy,30,0.8,8,2,best,0.7437042066245418,0.007049034201053583,"[0.7560434934202617, 0.7372770754530359, 0.7389960457143552, 0.7391030330196346, 0.747101385515422]",COMPLETE
136,0.7592556359649096,2026-08-25 14:39:39.982037,2026-08-25 14:39:40.830872,0 days 00:00:00.848835,4.427065822947829e-08,,entropy,30,0.8,1,9,best,0.7592556359649096,0.00856222703621468,"[0.7619193796034821, 0.7721133445791953, 0.7472963125412336, 0.762205991023721, 0.752743152076916]",COMPLETE
137,0.7592556359649096,2026-08-25 14:39:40.831204,2026-08-25 14:39:41.678800,0 days 00:00:00.847596,3.3521874688830056e-08,,entropy,30,0.8,1,9,best,0.7592556359649096,0.00856222703621468,"[0.7619193796034821, 0.7721133445791953, 0.7472963125412336, 0.762205991023721, 0.752743152076916]",COMPLETE
138,0.7592556359649096,2026-08-25 14:39:41.679171,2026-08-25 14:39:42.526317,0 days 00:00:00.847146,9.972997048401841e-08,,entropy,30,0.8,1,9,best,0.7592556359649096,0.00856222703621468,"[0.7619193796034821, 0.7721133445791953, 0.7472963125412336, 0.762205991023721, 0.752743152076916]",COMPLETE
139,0.7584788529438129,2026-08-25 14:39:42.526626,2026-08-25 14:39:43.370864,0 days 00:00:00.844238,1.09853635195425e-07,,entropy,30,0.8,1,10,best,0.7584788529438129,0.004480505693784733,"[0.7590756037670117, 0.7624865216745187, 0.7627802407527554, 0.7504343969040677, 0.7576175016207114]",COMPLETE
140,0.7590893805394475,2026-08-25 14:39:43.371182,2026-08-25 14:39:44.219125,0 days 00:00:00.847943,2.2699018872794045e-07,,entropy,29,0.8,1,9,best,0.7590893805394475,0.008516840471780727,"[0.7610881024761714, 0.7721133445791953, 0.7472963125412336, 0.762205991023721, 0.752743152076916]",COMPLETE
141,0.7616088860575527,2026-08-25 14:39:44.219442,2026-08-25 14:39:45.076544,0 days 00:00:00.857102,4.19184291794244e-08,,entropy,30,0.8,1,8,best,0.7616088860575527,0.0051882688280900586,"[0.7673624546015225, 0.7549450553573726, 0.7680520464433259, 0.7584821041759527, 0.75920276970959]",COMPLETE
142,0.7616088860575527,2026-08-25 14:39:45.076875,2026-08-25 14:39:45.944566,0 days 00:00:00.867691,3.9341731330295984e-08,,entropy,30,0.8,1,8,best,0.7616088860575527,0.0051882688280900586,"[0.7673624546015225, 0.7549450553573726, 0.7680520464433259, 0.7584821041759527, 0.75920276970959]",COMPLETE
143,0.7569145514284064,2026-08-25 14:39:45.944938,2026-08-25 14:39:46.788817,0 days 00:00:00.843879,3.425613602616212e-08,,entropy,29,0.8,1,7,best,0.7569145514284064,0.0055101677818214885,"[0.7617166343430135, 0.7653004812527895, 0.7524535947518762, 0.7530227422500652, 0.7520793045442878]",COMPLETE
144,0.7692328267551313,2026-08-25 14:39:46.789137,2026-08-25 14:39:47.637964,0 days 00:00:00.848827,4.422233011059121e-08,,entropy,30,0.8,1,4,best,0.7692328267551313,0.008107948133331428,"[0.77033028846361, 0.7811998990034109, 0.7665127460868965, 0.7562064235625, 0.7719147766592388]",COMPLETE
145,0.7587365164013292,2026-08-25 14:39:47.638287,2026-08-25 14:39:48.461560,0 days 00:00:00.823273,1.692430602641895e-08,,entropy,28,0.8,5,4,best,0.7587365164013292,0.004312965315784881,"[0.7655305789492338, 0.7609106225514282, 0.7526567212731371, 0.7565898106206315, 0.7579948486122153]",COMPLETE
146,0.7476198121025028,2026-08-25 14:39:48.461904,2026-08-25 14:39:49.265900,0 days 00:00:00.803996,7.682257184915691e-08,,entropy,29,0.8,7,7,best,0.7476198121025028,0.008021709546812724,"[0.7407873995474641, 0.7536617315301416, 0.736182658027273, 0.7577948114681909, 0.7496724599394448]",COMPLETE
147,0.6211606529956658,2026-08-25 14:39:49.266229,2026-08-25 14:39:49.317701,0 days 00:00:00.051472,4.398120915002932e-08,,entropy,30,0.8,49,4,random,0.6211606529956658,0.00790971726889684,"[0.6103603284250667, 0.622166642265976, 0.6289568114975959, 0.6302955470857768, 0.6140239357039134]",COMPLETE
148,0.7708835030211445,2026-08-25 14:39:49.318018,2026-08-25 14:39:50.172950,0 days 00:00:00.854932,2.3825398131435745e-08,,entropy,29,0.8,1,6,best,0.7708835030211445,0.005258949259036641,"[0.7695410581986492, 0.7791133154218223, 0.7739299221421888, 0.7681671693507987, 0.763666049992264]",COMPLETE
149,0.6557257203454409,2026-08-25 14:39:50.173280,2026-08-25 14:39:50.800917,0 days 00:00:00.627637,2.0752366000615165e-08,,entropy,29,0.8,62,6,best,0.6557257203454409,0.007145371005950625,"[0.6569118861344189, 0.6508430411408717, 0.6614076037103187, 0.6646269588362356, 0.6448391119053598]",COMPLETE
150,0.7592368000048928,2026-08-25 14:39:50.801232,2026-08-25 14:39:51.620752,0 days 00:00:00.819520,1.1066437782790165e-08,,entropy,29,0.8,5,4,best,0.7592368000048928,0.005138163167878939,"[0.7680319969670523, 0.7609106225514282, 0.7526567212731371, 0.7565898106206315, 0.7579948486122153]",COMPLETE
151,0.7616088860575527,2026-08-25 14:39:51.621082,2026-08-25 14:39:52.478063,0 days 00:00:00.856981,2.7871492574438726e-08,,entropy,30,0.8,1,8,best,0.7616088860575527,0.0051882688280900586,"[0.7673624546015225, 0.7549450553573726, 0.7680520464433259, 0.7584821041759527, 0.75920276970959]",COMPLETE
152,0.7567410906278498,2026-08-25 14:39:52.478432,2026-08-25 14:39:53.336800,0 days 00:00:00.858368,2.6741988663367844e-08,,entropy,30,0.8,1,7,best,0.7567410906278498,0.005251004035386364,"[0.7617166343430135, 0.7644331772500063, 0.7524535947518762, 0.7530227422500652, 0.7520793045442878]",COMPLETE
153,0.7606291255245051,2026-08-25 14:39:53.337159,2026-08-25 14:39:54.158959,0 days 00:00:00.821800,1.7174017295131138e-08,,entropy,27,0.8,4,4,best,0.7606291255245051,0.0046125095224386885,"[0.7676300066320012, 0.7578072625811583, 0.7553214407017464, 0.7579846809454983, 0.7644022367621215]",COMPLETE
154,0.7581821724994434,2026-08-25 14:39:54.159293,2026-08-25 14:39:55.006804,0 days 00:00:00.847511,1.5123477417272056e-08,,entropy,28,0.8,2,10,best,0.7581821724994434,0.005695949222240951,"[0.7576033319324722, 0.7607739526608688, 0.7505361419375592, 0.7546410782234806, 0.7673563577428361]",COMPLETE
155,0.7606291255245051,2026-08-25 14:39:55.007138,2026-08-25 14:39:55.828721,0 days 00:00:00.821583,1.001098469636545e-08,,entropy,30,0.8,4,6,best,0.7606291255245051,0.0046125095224386885,"[0.7676300066320012, 0.7578072625811583, 0.7553214407017464, 0.7579846809454983, 0.7644022367621215]",COMPLETE
156,0.7677155541155344,2026-08-25 14:39:55.829099,2026-08-25 14:39:56.682621,0 days 00:00:00.853522,2.794043104796999e-08,,entropy,29,0.8,1,2,best,0.7677155541155344,0.0014716347744903955,"[0.7651485964846158, 0.769514891150891, 0.7676115752446858, 0.7687040766007606, 0.7675986310967188]",COMPLETE
157,0.7476198121025028,2026-08-25 14:39:56.682927,2026-08-25 14:39:57.482879,0 days 00:00:00.799952,1.359000679484426e-08,,entropy,29,0.8,7,2,best,0.7476198121025028,0.008021709546812724,"[0.7407873995474641, 0.7536617315301416, 0.736182658027273, 0.7577948114681909, 0.7496724599394448]",COMPLETE
158,0.7616156065539578,2026-08-25 14:39:57.483203,2026-08-25 14:39:58.322812,0 days 00:00:00.839609,6.889923285213702e-08,,entropy,28,0.8,3,4,best,0.7616156065539578,0.006094061154720539,"[0.760280049728995, 0.7560336850324952, 0.7600433185486449, 0.758302838277236, 0.7734181411824176]",COMPLETE
159,0.7616156065539578,2026-08-25 14:39:58.323127,2026-08-25 14:39:59.160117,0 days 00:00:00.836990,7.453683445909224e-08,,entropy,28,0.8,3,4,best,0.7616156065539578,0.006094061154720539,"[0.760280049728995, 0.7560336850324952, 0.7600433185486449, 0.758302838277236, 0.7734181411824176]",COMPLETE
160,0.7606291255245051,2026-08-25 14:39:59.160443,2026-08-25 14:39:59.984163,0 days 00:00:00.823720,7.527746250106104e-08,,entropy,27,0.8,4,4,best,0.7606291255245051,0.0046125095224386885,"[0.7676300066320012, 0.7578072625811583, 0.7553214407017464, 0.7579846809454983, 0.7644022367621215]",COMPLETE
161,0.7616156065539578,2026-08-25 14:39:59.984485,2026-08-25 14:40:00.833905,0 days 00:00:00.849420,1.5659932616562753e-07,,entropy,28,0.8,3,3,best,0.7616156065539578,0.006094061154720539,"[0.760280049728995, 0.7560336850324952, 0.7600433185486449, 0.758302838277236, 0.7734181411824176]",COMPLETE
162,0.7616156065539578,2026-08-25 14:40:00.834233,2026-08-25 14:40:01.674460,0 days 00:00:00.840227,5.252736094801152e-07,,entropy,28,0.8,3,3,best,0.7616156065539578,0.006094061154720539,"[0.760280049728995, 0.7560336850324952, 0.7600433185486449, 0.758302838277236, 0.7734181411824176]",COMPLETE
