,precision,recall,f1-score,support
thin_cloud,0.46876727473742397,0.4649122807017544,0.4668318194329755,1824.0
cloud_affected,0.34015927189988626,0.3574417214584579,0.3485864179539493,1673.0
water,0.5355263157894737,0.5195744680851064,0.5274298056155508,2350.0
accuracy,0.4561313494099538,0.4561313494099538,0.4561313494099538,0.4561313494099538
macro avg,0.4481509541422613,0.4473094900817729,0.4476160143341585,5847.0
weighted avg,0.4588002074764554,0.4561313494099538,0.45735357603544535,5847.0
